Hours_Worked_Per_Week,Employee_ID,Satisfaction_with_Remote_Work,Physical_Activity,Gender,Arbeitsplatz,Access_to_Mental_Health_Resources,Number_of_Virtual_Meetings,Company_Support_for_Remote_Work,Social_Isolation_Rating,old age,Industrie,be life story equipoise military rating,Productivity_Change,Sleep_Quality
33,EMP4046,Unsatisfied,Weekly,Non-binary,Onsite,No,3,3,3,59,Finance,3,Increase,Poor
31,EMP4047,Neutral,None,Non-binary,Onsite,Yes,9,3,3,37,Education,3,Increase,Poor
32,EMP4048,Neutral,Weekly,Non-binary,Remote,Yes,2,4,4,57,IT,4,Increase,Poor
38,EMP4049,Unsatisfied,None,Male,Hybrid,Yes,10,3,1,30,Healthcare,3,Decrease,Good
49,EMP4050,Neutral,None,Non-binary,Onsite,No,4,2,2,39,IT,1,Increase,Average
59,EMP4051,Satisfied,None,Male,Remote,No,6,2,5,34,Education,4,No Change,Poor
46,EMP4052,Neutral,Daily,Male,Hybrid,No,10,1,2,48,Healthcare,3,Decrease,Average
31,EMP4053,Neutral,Daily,Female,Hybrid,No,8,4,4,58,Finance,4,Increase,Good
22,EMP4054,Unsatisfied,Weekly,Female,Remote,No,8,1,2,46,Retail,4,Decrease,Poor
41,EMP4055,Unsatisfied,Daily,Male,Onsite,No,1,3,5,28,Manufacturing,1,Increase,Good
47,EMP4056,Neutral,Daily,Male,Hybrid,Yes,9,3,3,23,Healthcare,4,No Change,Good
44,EMP4057,Satisfied,None,Prefer not to say,Hybrid,Yes,2,3,3,54,Healthcare,1,Decrease,Good
50,EMP4058,Neutral,Weekly,Male,Remote,No,2,3,2,43,Consulting,5,Decrease,Poor
55,EMP4059,Unsatisfied,Daily,Male,Onsite,Yes,7,2,3,41,Retail,1,No Change,Poor
54,EMP4060,Satisfied,Weekly,Male,Hybrid,No,2,1,5,43,Finance,5,No Change,Average
27,EMP4061,Unsatisfied,Daily,Female,Remote,Yes,13,5,5,36,Education,5,No Change,Good
45,EMP4062,Unsatisfied,None,Female,Remote,No,12,2,4,58,Finance,2,Increase,Good
48,EMP4063,Satisfied,Daily,Non-binary,Onsite,Yes,8,2,1,23,IT,2,Decrease,Poor
58,EMP4064,Satisfied,None,Male,Remote,Yes,9,4,1,38,Finance,5,Decrease,Good
20,EMP4065,Satisfied,Daily,Non-binary,Onsite,Yes,3,1,4,35,Consulting,4,Decrease,Good
49,EMP4066,Satisfied,Weekly,Non-binary,Hybrid,No,15,5,3,51,Retail,1,Decrease,Good
36,EMP4067,Satisfied,None,Female,Onsite,Yes,12,3,4,28,Consulting,5,Decrease,Average
33,EMP4068,Satisfied,None,Male,Onsite,No,5,2,5,42,Education,5,No Change,Average
40,EMP4069,Satisfied,Daily,Prefer not to say,Onsite,Yes,2,1,2,56,Consulting,1,Decrease,Poor
20,EMP4070,Neutral,Weekly,Male,Remote,Yes,12,2,3,49,IT,3,Increase,Average
28,EMP4071,Unsatisfied,Weekly,Prefer not to say,Onsite,Yes,12,5,2,45,Retail,4,Decrease,Average
28,EMP4072,Satisfied,Weekly,Female,Hybrid,No,11,2,1,37,Healthcare,5,No Change,Good
31,EMP4073,Satisfied,Weekly,Non-binary,Hybrid,No,1,2,5,23,Retail,1,Decrease,Average
45,EMP4074,Satisfied,None,Male,Hybrid,Yes,11,2,1,37,Education,3,No Change,Average
34,EMP4075,Unsatisfied,Weekly,Female,Hybrid,Yes,11,2,1,59,Finance,5,Increase,Poor
31,EMP4076,Unsatisfied,Weekly,Non-binary,Onsite,Yes,15,1,2,50,Finance,3,Increase,Average
55,EMP4077,Satisfied,None,Prefer not to say,Onsite,Yes,10,1,2,46,Manufacturing,1,Increase,Good
35,EMP4078,Unsatisfied,Weekly,Female,Onsite,No,12,4,5,54,Finance,4,No Change,Average
24,EMP4079,Neutral,None,Male,Hybrid,No,11,2,3,38,Education,5,Decrease,Poor
60,EMP4080,Unsatisfied,Weekly,Female,Onsite,No,3,5,1,55,Finance,3,Increase,Average
20,EMP4081,Unsatisfied,Daily,Prefer not to say,Remote,Yes,4,2,2,49,IT,3,No Change,Good
28,EMP4082,Satisfied,Daily,Non-binary,Hybrid,Yes,9,3,3,41,Education,4,No Change,Average
26,EMP4083,Neutral,Daily,Male,Hybrid,Yes,8,4,5,22,Retail,2,Decrease,Poor
27,EMP4084,Satisfied,Daily,Prefer not to say,Hybrid,No,15,5,1,52,IT,1,Decrease,Average
32,EMP4085,Unsatisfied,Daily,Non-binary,Onsite,No,1,5,1,28,Manufacturing,1,Decrease,Average
20,EMP4086,Neutral,Weekly,Non-binary,Hybrid,No,10,4,5,50,Retail,1,Decrease,Poor
43,EMP4087,Satisfied,Weekly,Non-binary,Remote,No,2,1,3,35,Finance,3,No Change,Average
49,EMP4088,Neutral,Weekly,Male,Remote,No,7,1,3,33,Education,4,No Change,Average
48,EMP4089,Unsatisfied,Weekly,Male,Hybrid,Yes,9,3,3,47,Manufacturing,3,Increase,Average
28,EMP4090,Satisfied,Weekly,Prefer not to say,Hybrid,Yes,6,5,1,51,Retail,2,Decrease,Poor
25,EMP4091,Neutral,Weekly,Non-binary,Hybrid,No,6,1,3,57,Education,4,Increase,Good
40,EMP4092,Neutral,Daily,Female,Onsite,Yes,1,5,5,59,Education,3,No Change,Average
52,EMP4093,Unsatisfied,Daily,Female,Hybrid,No,11,1,3,25,Education,5,No Change,Average
22,EMP4094,Satisfied,Daily,Male,Remote,No,10,4,2,42,Finance,3,Decrease,Poor
28,EMP4095,Satisfied,None,Female,Hybrid,No,10,3,4,34,Retail,1,Increase,Good
49,EMP4096,Satisfied,None,Non-binary,Onsite,Yes,0,3,3,33,Manufacturing,1,Increase,Average
49,EMP4097,Unsatisfied,None,Male,Hybrid,No,12,4,2,23,Finance,2,No Change,Good
57,EMP4098,Unsatisfied,None,Male,Remote,No,12,2,3,23,Education,5,Increase,Poor
21,EMP4099,Neutral,None,Prefer not to say,Remote,Yes,5,4,5,54,IT,4,Increase,Average
52,EMP4100,Satisfied,Daily,Non-binary,Remote,No,6,4,3,34,IT,3,No Change,Average
40,EMP4101,Neutral,Weekly,Male,Remote,No,9,5,3,54,Retail,1,No Change,Average
46,EMP4102,Satisfied,Weekly,Prefer not to say,Onsite,No,15,3,5,43,IT,1,Decrease,Good
48,EMP4103,Satisfied,None,Non-binary,Onsite,Yes,8,4,2,53,Consulting,2,No Change,Poor
47,EMP4104,Satisfied,None,Male,Hybrid,Yes,12,5,2,59,Consulting,2,Decrease,Average
48,EMP4105,Unsatisfied,None,Non-binary,Hybrid,No,0,2,3,33,Consulting,4,Increase,Poor
51,EMP4106,Neutral,Daily,Female,Hybrid,No,0,5,2,58,IT,2,No Change,Good
21,EMP4107,Neutral,Daily,Prefer not to say,Hybrid,Yes,4,5,5,36,Manufacturing,3,Decrease,Average
60,EMP4108,Neutral,Daily,Non-binary,Onsite,Yes,6,4,1,27,Healthcare,2,Increase,Poor
27,EMP4109,Neutral,Daily,Non-binary,Onsite,Yes,11,2,4,32,Finance,3,No Change,Average
51,EMP4110,Unsatisfied,Weekly,Non-binary,Remote,Yes,8,4,3,40,Manufacturing,4,Increase,Good
29,EMP4111,Unsatisfied,None,Non-binary,Onsite,Yes,9,5,2,59,Education,1,No Change,Average
39,EMP4112,Neutral,Weekly,Male,Onsite,Yes,7,5,4,55,Finance,4,No Change,Poor
53,EMP4113,Satisfied,Daily,Non-binary,Remote,No,11,4,2,24,Consulting,2,No Change,Poor
27,EMP4114,Unsatisfied,Daily,Male,Onsite,No,12,3,1,50,Manufacturing,4,Increase,Good
46,EMP4115,Neutral,Daily,Non-binary,Remote,No,2,2,3,49,Retail,5,No Change,Average
42,EMP4116,Satisfied,None,Prefer not to say,Hybrid,No,5,1,1,46,Manufacturing,1,Decrease,Good
51,EMP4117,Neutral,Weekly,Prefer not to say,Hybrid,Yes,6,5,3,27,Consulting,1,No Change,Average
22,EMP4118,Unsatisfied,None,Male,Onsite,No,3,1,1,47,Manufacturing,2,No Change,Average
40,EMP4119,Unsatisfied,None,Male,Onsite,No,13,5,5,47,Retail,3,No Change,Poor
35,EMP4120,Neutral,Weekly,Prefer not to say,Hybrid,Yes,6,4,3,41,Consulting,1,No Change,Poor
33,EMP4121,Unsatisfied,Daily,Male,Onsite,No,9,3,5,30,Finance,3,Decrease,Average
45,EMP4122,Neutral,Daily,Male,Remote,Yes,15,2,3,27,Retail,4,No Change,Average
37,EMP4123,Neutral,Weekly,Female,Hybrid,No,3,1,1,48,Healthcare,1,No Change,Average
41,EMP4124,Satisfied,Daily,Female,Remote,No,6,3,5,28,Education,1,Decrease,Good
52,EMP4125,Unsatisfied,Daily,Male,Hybrid,No,13,1,3,25,IT,2,No Change,Good
54,EMP4126,Unsatisfied,Weekly,Prefer not to say,Remote,No,4,3,4,31,Education,5,No Change,Poor
52,EMP4127,Unsatisfied,Daily,Female,Remote,Yes,15,2,4,30,Healthcare,5,Decrease,Average
32,EMP4128,Unsatisfied,None,Non-binary,Remote,No,8,4,1,30,Education,3,Decrease,Average
44,EMP4129,Satisfied,Weekly,Male,Onsite,No,13,3,3,55,Education,1,Increase,Average
57,EMP4130,Neutral,Weekly,Male,Onsite,No,12,2,1,43,Retail,4,No Change,Good
43,EMP4131,Neutral,Daily,Male,Onsite,Yes,10,3,1,44,Consulting,2,Decrease,Poor
54,EMP4132,Satisfied,None,Non-binary,Hybrid,Yes,13,5,5,54,Retail,5,Increase,Average
43,EMP4133,Neutral,Weekly,Prefer not to say,Hybrid,No,2,2,5,53,IT,4,Increase,Average
32,EMP4134,Satisfied,None,Non-binary,Onsite,Yes,6,2,5,53,Healthcare,3,Increase,Average
58,EMP4135,Neutral,None,Male,Remote,Yes,8,3,4,23,Manufacturing,4,Increase,Average
45,EMP4136,Neutral,None,Male,Hybrid,No,1,1,3,50,Education,1,No Change,Poor
49,EMP4137,Unsatisfied,None,Female,Onsite,Yes,14,2,3,42,Education,2,No Change,Good
26,EMP4138,Satisfied,Weekly,Non-binary,Remote,Yes,6,5,4,47,Consulting,2,Increase,Poor
39,EMP4139,Satisfied,Daily,Prefer not to say,Onsite,No,3,1,2,37,Retail,5,Increase,Good
28,EMP4140,Satisfied,Weekly,Non-binary,Hybrid,Yes,4,1,4,40,IT,2,No Change,Poor
53,EMP4141,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,2,5,4,43,Retail,2,No Change,Good
22,EMP4142,Neutral,Weekly,Non-binary,Hybrid,Yes,5,4,4,33,Manufacturing,3,Increase,Good
57,EMP4143,Unsatisfied,Weekly,Prefer not to say,Onsite,Yes,14,2,4,53,Education,3,No Change,Good
57,EMP4144,Satisfied,Daily,Male,Hybrid,No,8,3,3,39,Healthcare,3,No Change,Good
59,EMP4145,Unsatisfied,Daily,Non-binary,Onsite,Yes,0,5,1,44,IT,2,Decrease,Good
32,EMP4146,Unsatisfied,Weekly,Female,Hybrid,No,3,1,1,41,IT,4,Decrease,Average
54,EMP4147,Satisfied,Daily,Female,Hybrid,Yes,3,2,1,49,Manufacturing,1,No Change,Average
59,EMP4148,Unsatisfied,None,Non-binary,Onsite,No,4,2,5,27,Healthcare,3,Increase,Poor
20,EMP4149,Unsatisfied,None,Male,Hybrid,Yes,4,1,3,36,Retail,4,Increase,Average
52,EMP4150,Unsatisfied,Weekly,Non-binary,Remote,No,2,5,1,26,Manufacturing,2,Increase,Poor
33,EMP4151,Unsatisfied,None,Non-binary,Hybrid,No,10,1,1,36,IT,3,Increase,Average
34,EMP4152,Satisfied,Weekly,Male,Onsite,Yes,4,5,3,47,IT,5,No Change,Good
30,EMP4153,Satisfied,Weekly,Male,Remote,No,8,4,4,53,Finance,3,Decrease,Poor
22,EMP4154,Unsatisfied,Weekly,Prefer not to say,Onsite,No,8,5,3,22,Retail,3,Decrease,Poor
25,EMP4155,Unsatisfied,Daily,Male,Hybrid,No,14,4,1,33,Finance,5,Increase,Average
60,EMP4156,Satisfied,None,Prefer not to say,Remote,No,9,3,2,31,Manufacturing,3,No Change,Good
33,EMP4157,Unsatisfied,Weekly,Non-binary,Onsite,No,13,3,4,59,Consulting,4,Decrease,Poor
51,EMP4158,Unsatisfied,None,Prefer not to say,Onsite,Yes,15,5,1,22,Healthcare,1,No Change,Average
60,EMP4159,Satisfied,None,Prefer not to say,Onsite,No,11,5,4,28,Consulting,1,Decrease,Average
45,EMP4160,Unsatisfied,None,Prefer not to say,Hybrid,Yes,2,2,3,33,Consulting,3,Decrease,Average
55,EMP4161,Satisfied,Weekly,Male,Remote,No,9,5,2,37,Manufacturing,5,No Change,Poor
22,EMP4162,Unsatisfied,None,Non-binary,Hybrid,No,4,1,2,40,Education,3,No Change,Poor
48,EMP4163,Unsatisfied,None,Male,Hybrid,No,3,3,4,40,Education,3,Decrease,Good
60,EMP4164,Neutral,Daily,Prefer not to say,Onsite,Yes,13,2,2,50,Education,5,Decrease,Poor
23,EMP4165,Unsatisfied,Weekly,Prefer not to say,Hybrid,No,3,3,1,37,Finance,2,Decrease,Good
44,EMP4166,Satisfied,Weekly,Prefer not to say,Hybrid,No,10,2,2,40,Finance,5,No Change,Good
51,EMP4167,Satisfied,Weekly,Male,Onsite,Yes,5,2,5,51,Education,4,Decrease,Good
24,EMP4168,Unsatisfied,Weekly,Male,Onsite,No,3,1,3,35,Retail,3,Decrease,Average
41,EMP4169,Unsatisfied,Daily,Non-binary,Onsite,Yes,9,3,4,44,IT,5,Decrease,Average
20,EMP4170,Neutral,Weekly,Female,Remote,Yes,10,4,4,33,Retail,2,No Change,Poor
44,EMP4171,Satisfied,Weekly,Female,Onsite,Yes,0,3,5,53,IT,2,No Change,Good
37,EMP4172,Unsatisfied,None,Prefer not to say,Remote,Yes,10,2,1,50,IT,5,No Change,Good
48,EMP4173,Neutral,Daily,Non-binary,Hybrid,No,6,4,3,58,Retail,5,No Change,Poor
42,EMP4174,Unsatisfied,None,Non-binary,Hybrid,Yes,15,4,1,44,Finance,1,Increase,Average
57,EMP4175,Unsatisfied,Daily,Male,Onsite,Yes,10,3,2,45,Finance,4,Increase,Poor
39,EMP4176,Satisfied,Weekly,Prefer not to say,Onsite,Yes,4,1,5,53,IT,5,Decrease,Poor
34,EMP4177,Unsatisfied,Weekly,Female,Hybrid,Yes,14,4,1,45,Healthcare,1,Increase,Good
22,EMP4178,Unsatisfied,None,Male,Onsite,No,4,5,1,23,Education,3,No Change,Average
29,EMP4179,Unsatisfied,Daily,Female,Hybrid,No,5,5,3,44,Finance,5,No Change,Average
59,EMP4180,Neutral,Daily,Prefer not to say,Onsite,No,3,2,5,44,Consulting,3,Increase,Average
49,EMP4181,Unsatisfied,None,Female,Onsite,Yes,3,3,3,52,Retail,5,No Change,Poor
58,EMP4182,Satisfied,None,Female,Onsite,No,8,3,2,26,Healthcare,4,Increase,Poor
32,EMP4183,Unsatisfied,Daily,Female,Hybrid,No,10,5,2,30,Healthcare,3,No Change,Good
49,EMP4184,Unsatisfied,None,Male,Onsite,Yes,14,4,3,45,Consulting,5,Decrease,Good
20,EMP4185,Neutral,Weekly,Female,Remote,No,0,1,4,57,Education,2,No Change,Good
39,EMP4186,Neutral,Weekly,Male,Remote,No,14,2,5,35,Healthcare,5,Decrease,Good
37,EMP4187,Satisfied,Weekly,Prefer not to say,Hybrid,Yes,11,3,1,38,Consulting,4,No Change,Average
23,EMP4188,Unsatisfied,None,Prefer not to say,Onsite,No,10,1,2,32,Education,3,Decrease,Good
40,EMP4189,Unsatisfied,None,Female,Hybrid,Yes,13,1,3,26,Healthcare,1,Decrease,Poor
31,EMP4190,Neutral,None,Male,Hybrid,No,14,1,5,29,Healthcare,1,No Change,Poor
52,EMP4191,Neutral,Weekly,Male,Hybrid,No,13,3,5,49,IT,5,No Change,Good
23,EMP4192,Unsatisfied,Weekly,Female,Hybrid,Yes,2,1,1,53,Finance,3,Increase,Average
34,EMP4193,Satisfied,Weekly,Female,Hybrid,No,11,3,4,52,Retail,1,Increase,Poor
35,EMP4194,Unsatisfied,Daily,Female,Onsite,Yes,15,3,4,31,Finance,3,Increase,Good
22,EMP4195,Unsatisfied,Weekly,Female,Remote,Yes,0,4,5,49,Education,3,Decrease,Good
29,EMP4196,Satisfied,None,Male,Onsite,No,14,2,1,58,IT,1,No Change,Poor
60,EMP4197,Unsatisfied,None,Male,Hybrid,Yes,4,3,3,43,Education,4,No Change,Average
60,EMP4198,Satisfied,Daily,Non-binary,Onsite,No,12,3,5,56,Finance,5,Decrease,Poor
49,EMP4199,Unsatisfied,Weekly,Non-binary,Hybrid,No,0,1,3,34,Consulting,4,Decrease,Average
41,EMP4200,Satisfied,Weekly,Male,Onsite,Yes,10,5,5,55,Healthcare,2,Increase,Average
30,EMP4201,Neutral,None,Male,Hybrid,No,0,2,5,42,Education,2,Increase,Poor
56,EMP4202,Satisfied,Daily,Female,Hybrid,No,3,1,5,51,Education,2,Increase,Good
24,EMP4203,Unsatisfied,Weekly,Prefer not to say,Onsite,No,13,5,2,57,Education,3,No Change,Average
41,EMP4204,Unsatisfied,None,Prefer not to say,Hybrid,No,8,4,1,29,Retail,4,No Change,Average
55,EMP4205,Unsatisfied,None,Prefer not to say,Hybrid,No,1,2,2,24,Retail,5,Decrease,Average
35,EMP4206,Neutral,None,Male,Remote,No,9,2,3,44,Healthcare,3,Decrease,Good
42,EMP4207,Satisfied,Weekly,Non-binary,Remote,Yes,1,4,3,34,IT,1,Increase,Poor
24,EMP4208,Satisfied,Daily,Female,Onsite,No,9,1,4,23,Finance,2,Decrease,Good
30,EMP4209,Neutral,Weekly,Prefer not to say,Remote,Yes,8,3,2,44,IT,1,Decrease,Good
49,EMP4210,Satisfied,None,Male,Hybrid,No,0,2,4,46,Healthcare,5,No Change,Poor
58,EMP4211,Unsatisfied,Weekly,Non-binary,Remote,No,4,5,3,38,Education,2,Decrease,Poor
43,EMP4212,Unsatisfied,None,Female,Hybrid,Yes,14,4,5,35,Consulting,5,No Change,Good
43,EMP4213,Unsatisfied,None,Prefer not to say,Onsite,Yes,8,1,5,41,Retail,2,Increase,Poor
21,EMP4214,Satisfied,Daily,Prefer not to say,Onsite,No,0,4,4,42,IT,2,No Change,Good
59,EMP4215,Neutral,None,Prefer not to say,Onsite,No,1,3,1,50,IT,5,Increase,Good
50,EMP4216,Unsatisfied,Weekly,Non-binary,Hybrid,Yes,14,2,3,60,Consulting,2,Decrease,Good
46,EMP4217,Unsatisfied,None,Male,Onsite,No,9,5,3,54,Retail,1,No Change,Poor
34,EMP4218,Neutral,Daily,Male,Remote,No,2,3,4,31,Consulting,4,Increase,Poor
36,EMP4219,Unsatisfied,None,Non-binary,Onsite,Yes,14,3,4,35,Healthcare,2,No Change,Good
39,EMP4220,Satisfied,Daily,Prefer not to say,Hybrid,No,10,1,5,46,Finance,1,Decrease,Good
59,EMP4221,Unsatisfied,None,Prefer not to say,Remote,No,15,3,4,56,IT,4,Decrease,Poor
50,EMP4222,Unsatisfied,Daily,Prefer not to say,Remote,Yes,12,2,2,47,Retail,4,Decrease,Poor
40,EMP4223,Satisfied,Daily,Prefer not to say,Remote,No,6,5,3,59,Retail,4,Increase,Poor
49,EMP4224,Unsatisfied,Daily,Non-binary,Onsite,Yes,7,5,4,48,Retail,1,Decrease,Poor
44,EMP4225,Satisfied,None,Prefer not to say,Remote,No,8,3,4,28,Education,5,No Change,Poor
27,EMP4226,Neutral,None,Male,Remote,Yes,7,4,5,30,IT,3,No Change,Good
28,EMP4227,Neutral,None,Male,Onsite,No,13,4,2,24,Consulting,2,Decrease,Average
36,EMP4228,Neutral,Weekly,Non-binary,Remote,No,5,4,2,47,Finance,3,Increase,Poor
35,EMP4229,Satisfied,Daily,Prefer not to say,Remote,Yes,8,4,3,34,Education,4,No Change,Poor
36,EMP4230,Unsatisfied,None,Prefer not to say,Hybrid,Yes,7,2,1,59,Finance,4,No Change,Good
34,EMP4231,Unsatisfied,Weekly,Male,Onsite,No,8,2,5,52,Education,2,No Change,Good
52,EMP4232,Neutral,Weekly,Prefer not to say,Onsite,Yes,3,3,4,57,Healthcare,3,Increase,Good
21,EMP4233,Unsatisfied,None,Prefer not to say,Onsite,No,5,2,1,49,Finance,2,Decrease,Good
55,EMP4234,Unsatisfied,Weekly,Non-binary,Remote,No,8,4,3,26,Retail,1,No Change,Good
43,EMP4235,Satisfied,Weekly,Female,Onsite,No,11,4,2,39,IT,2,Decrease,Poor
52,EMP4236,Neutral,Weekly,Non-binary,Hybrid,No,15,1,4,59,Education,1,Decrease,Good
37,EMP4237,Satisfied,Daily,Non-binary,Remote,Yes,2,1,3,38,Manufacturing,2,No Change,Poor
43,EMP4238,Neutral,Weekly,Non-binary,Hybrid,No,2,1,4,60,Healthcare,3,Decrease,Average
57,EMP4239,Unsatisfied,Weekly,Female,Onsite,Yes,11,2,3,48,Finance,2,Decrease,Good
39,EMP4240,Unsatisfied,Weekly,Non-binary,Remote,Yes,13,2,3,45,Manufacturing,4,Increase,Good
21,EMP4241,Unsatisfied,Daily,Female,Remote,No,13,5,2,32,IT,3,No Change,Good
26,EMP4242,Satisfied,None,Male,Onsite,Yes,5,2,5,52,Retail,2,Decrease,Good
51,EMP4243,Satisfied,Weekly,Male,Hybrid,Yes,13,2,3,26,IT,2,Increase,Good
55,EMP4244,Satisfied,Daily,Non-binary,Remote,No,9,2,4,38,Manufacturing,2,Decrease,Average
47,EMP4245,Unsatisfied,None,Non-binary,Hybrid,Yes,11,4,1,23,Manufacturing,3,No Change,Average
57,EMP4246,Satisfied,Weekly,Male,Hybrid,No,15,4,3,29,Healthcare,4,Increase,Poor
37,EMP4247,Neutral,Weekly,Female,Remote,Yes,1,3,2,49,Education,4,Decrease,Average
36,EMP4248,Satisfied,Daily,Male,Onsite,No,10,3,1,29,Education,1,No Change,Good
36,EMP4249,Satisfied,None,Male,Onsite,Yes,14,5,5,36,Finance,2,Decrease,Poor
28,EMP4250,Unsatisfied,None,Male,Remote,Yes,5,5,3,44,Retail,3,Decrease,Average
23,EMP4251,Satisfied,Daily,Female,Hybrid,Yes,5,4,2,31,Consulting,1,Decrease,Average
25,EMP4252,Neutral,None,Female,Onsite,No,12,1,5,58,Education,3,Increase,Average
28,EMP4253,Neutral,Daily,Prefer not to say,Onsite,No,10,2,4,49,Retail,5,No Change,Average
39,EMP4254,Unsatisfied,Weekly,Male,Hybrid,No,8,2,5,55,Manufacturing,1,Decrease,Poor
44,EMP4255,Satisfied,Weekly,Prefer not to say,Onsite,No,2,4,1,51,IT,3,Decrease,Good
22,EMP4256,Satisfied,None,Non-binary,Onsite,Yes,0,5,3,27,Education,5,Increase,Average
46,EMP4257,Satisfied,Weekly,Male,Onsite,Yes,5,2,5,56,Retail,5,No Change,Poor
30,EMP4258,Neutral,None,Male,Onsite,Yes,13,5,3,24,Finance,5,Increase,Average
42,EMP4259,Satisfied,Weekly,Female,Onsite,No,5,2,3,24,Finance,3,Increase,Average
31,EMP4260,Unsatisfied,Weekly,Male,Hybrid,Yes,3,4,1,29,Education,4,Decrease,Good
44,EMP4261,Unsatisfied,Weekly,Non-binary,Onsite,Yes,3,1,2,58,Healthcare,2,No Change,Poor
53,EMP4262,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,1,2,2,31,Retail,3,Decrease,Poor
47,EMP4263,Satisfied,None,Prefer not to say,Remote,No,9,2,1,30,Retail,4,No Change,Average
31,EMP4264,Unsatisfied,None,Female,Hybrid,No,14,3,4,43,IT,5,Decrease,Average
50,EMP4265,Satisfied,Weekly,Prefer not to say,Onsite,No,14,4,1,26,Finance,4,Decrease,Good
55,EMP4266,Neutral,Weekly,Prefer not to say,Hybrid,Yes,2,5,4,45,Manufacturing,1,No Change,Good
37,EMP4267,Unsatisfied,Weekly,Male,Hybrid,Yes,11,1,2,22,Healthcare,1,Decrease,Good
57,EMP4268,Satisfied,Daily,Male,Onsite,Yes,5,5,1,50,Finance,2,No Change,Average
27,EMP4269,Neutral,Daily,Non-binary,Onsite,No,14,2,4,48,IT,4,Increase,Good
43,EMP4270,Neutral,Daily,Female,Remote,Yes,11,5,5,58,Education,2,No Change,Poor
28,EMP4271,Satisfied,Daily,Male,Remote,No,5,3,2,35,Finance,5,No Change,Poor
46,EMP4272,Unsatisfied,Daily,Non-binary,Hybrid,No,11,2,5,53,Manufacturing,4,Increase,Poor
36,EMP4273,Satisfied,None,Prefer not to say,Remote,No,10,2,2,25,Consulting,2,Increase,Good
48,EMP4274,Neutral,None,Male,Remote,No,10,4,1,53,Finance,1,Decrease,Poor
36,EMP4275,Satisfied,Daily,Prefer not to say,Hybrid,Yes,12,1,1,29,IT,1,No Change,Poor
56,EMP4276,Unsatisfied,Weekly,Non-binary,Hybrid,No,0,4,1,25,Retail,5,Decrease,Poor
51,EMP4277,Satisfied,Daily,Non-binary,Hybrid,No,0,5,1,31,IT,2,Increase,Good
29,EMP4278,Satisfied,Daily,Female,Remote,No,7,4,3,52,Finance,2,No Change,Average
56,EMP4279,Satisfied,None,Prefer not to say,Remote,Yes,14,3,4,34,Consulting,1,Decrease,Average
31,EMP4280,Unsatisfied,Daily,Male,Onsite,No,4,1,5,45,Retail,2,No Change,Average
38,EMP4281,Neutral,None,Non-binary,Onsite,Yes,8,2,3,47,Education,3,Decrease,Poor
32,EMP4282,Unsatisfied,Daily,Non-binary,Hybrid,No,4,1,3,27,Manufacturing,4,No Change,Average
35,EMP4283,Unsatisfied,Daily,Non-binary,Hybrid,Yes,3,1,3,26,Manufacturing,2,Decrease,Good
56,EMP4284,Unsatisfied,Daily,Non-binary,Hybrid,No,10,4,5,37,Finance,4,No Change,Poor
60,EMP4285,Neutral,Weekly,Female,Hybrid,Yes,11,2,2,60,Manufacturing,3,Decrease,Good
44,EMP4286,Satisfied,Weekly,Non-binary,Onsite,Yes,15,3,2,29,Education,5,No Change,Average
30,EMP4287,Unsatisfied,Weekly,Non-binary,Hybrid,Yes,4,2,5,27,IT,4,Decrease,Poor
38,EMP4288,Satisfied,Weekly,Non-binary,Remote,Yes,1,2,2,36,Manufacturing,2,No Change,Poor
35,EMP4289,Unsatisfied,Weekly,Male,Remote,Yes,5,2,5,52,IT,5,No Change,Good
60,EMP4290,Neutral,None,Male,Hybrid,Yes,9,4,4,37,Education,3,Decrease,Poor
59,EMP4291,Neutral,Weekly,Female,Remote,No,6,1,3,55,Consulting,5,No Change,Average
24,EMP4292,Neutral,Weekly,Male,Onsite,Yes,3,1,2,51,Finance,3,Increase,Good
26,EMP4293,Satisfied,None,Female,Remote,Yes,10,4,3,37,Consulting,3,No Change,Poor
58,EMP4294,Unsatisfied,Weekly,Female,Onsite,Yes,9,2,2,28,Consulting,3,No Change,Poor
32,EMP4295,Neutral,None,Non-binary,Onsite,Yes,5,2,4,28,Consulting,3,Decrease,Poor
21,EMP4296,Unsatisfied,None,Female,Hybrid,No,0,4,3,47,Consulting,4,No Change,Average
39,EMP4297,Unsatisfied,Daily,Female,Remote,Yes,10,1,3,23,Education,1,No Change,Good
53,EMP4298,Satisfied,Weekly,Non-binary,Hybrid,Yes,3,3,1,32,Healthcare,3,Decrease,Poor
20,EMP4299,Unsatisfied,None,Non-binary,Onsite,Yes,3,3,3,38,Consulting,4,Decrease,Poor
39,EMP4300,Satisfied,Daily,Prefer not to say,Hybrid,Yes,12,4,5,22,Manufacturing,1,Increase,Poor
46,EMP4301,Unsatisfied,Weekly,Male,Hybrid,No,3,2,5,32,Education,1,Increase,Good
28,EMP4302,Unsatisfied,None,Female,Remote,Yes,13,1,1,22,Retail,4,Increase,Poor
44,EMP4303,Satisfied,Weekly,Male,Onsite,No,10,3,3,46,IT,1,No Change,Average
32,EMP4304,Neutral,None,Non-binary,Remote,Yes,7,2,1,30,Manufacturing,2,No Change,Poor
