Job_Role,Industry,Ag,Mental_Health_Condition,Stress_Level,Years_of_Experience,Work_Location,Region,Employee_ID,Number_of_Virtual_Meetings,R_Satisfaction_with_Remote_Work,Work_Life_Balance_Rating,Hours_Worked_Per_Week,Productivity_Change
Data Scientist,Consulting,57,None,Low,25,Hybrid,North America,EMP4605,10,Satisfied,4,23,No Change
Sales,Education,44,Burnout,Medium,26,Onsite,Oceania,EMP4606,8,Satisfied,1,23,Decrease
Software Engineer,Retail,49,Anxiety,High,3,Onsite,Asia,EMP4607,15,Neutral,5,23,Increase
Sales,Retail,53,Anxiety,High,19,Remote,Asia,EMP4608,1,Unsatisfied,4,48,Decrease
Project Manager,Retail,45,Anxiety,High,17,Onsite,Asia,EMP4609,4,Unsatisfied,5,36,Increase
Project Manager,Education,47,Burnout,Medium,31,Hybrid,North America,EMP4610,12,Unsatisfied,4,32,No Change
Marketing,Education,28,Burnout,High,22,Remote,North America,EMP4611,2,Unsatisfied,3,37,Decrease
Software Engineer,Consulting,58,None,Low,8,Remote,South America,EMP4612,0,Unsatisfied,1,49,Decrease
Marketing,Manufacturing,23,Anxiety,Medium,7,Remote,Asia,EMP4613,12,Unsatisfied,5,50,No Change
Marketing,Education,57,Anxiety,Low,25,Onsite,Europe,EMP4614,12,Satisfied,2,35,No Change
Designer,Retail,27,Depression,Low,2,Onsite,South America,EMP4615,0,Neutral,4,24,Increase
Designer,Retail,52,Anxiety,Low,20,Remote,Oceania,EMP4616,11,Neutral,3,45,Decrease
Sales,IT,48,None,High,22,Hybrid,Africa,EMP4617,8,Satisfied,1,55,Increase
Designer,Education,53,Burnout,Medium,21,Remote,Asia,EMP4618,2,Unsatisfied,4,28,Decrease
Sales,Consulting,56,Burnout,Low,25,Onsite,Asia,EMP4619,10,Unsatisfied,5,36,Increase
Marketing,Consulting,38,None,Medium,7,Hybrid,Asia,EMP4620,9,Satisfied,4,20,Decrease
Software Engineer,Finance,22,None,Medium,22,Hybrid,Africa,EMP4621,7,Satisfied,3,39,No Change
Designer,Consulting,29,Anxiety,Low,2,Onsite,Africa,EMP4622,6,Neutral,1,33,Increase
HR,IT,40,None,Low,18,Onsite,Asia,EMP4623,3,Neutral,2,21,Decrease
Designer,Retail,55,Depression,Medium,25,Hybrid,South America,EMP4624,8,Neutral,4,22,Increase
HR,Retail,51,Anxiety,High,6,Remote,North America,EMP4625,0,Unsatisfied,2,44,Decrease
HR,Manufacturing,23,Burnout,Low,14,Remote,South America,EMP4626,12,Neutral,2,39,Increase
Designer,Retail,60,Depression,High,24,Onsite,Oceania,EMP4627,11,Satisfied,5,36,No Change
HR,IT,38,None,High,11,Hybrid,South America,EMP4628,14,Neutral,2,33,Increase
Project Manager,Finance,36,Burnout,High,29,Remote,North America,EMP4629,9,Neutral,4,50,Increase
Marketing,Manufacturing,25,Anxiety,Low,14,Onsite,Oceania,EMP4630,5,Unsatisfied,4,29,Increase
Designer,Retail,47,Anxiety,Low,6,Onsite,Europe,EMP4631,6,Unsatisfied,2,20,Increase
Data Scientist,Consulting,24,Anxiety,Low,34,Hybrid,South America,EMP4632,5,Satisfied,1,31,Increase
Data Scientist,Finance,51,Burnout,High,9,Hybrid,South America,EMP4633,1,Unsatisfied,5,32,Increase
HR,Consulting,48,None,High,22,Onsite,Oceania,EMP4634,10,Unsatisfied,4,43,No Change
Sales,Healthcare,55,Depression,High,3,Remote,Asia,EMP4635,8,Unsatisfied,5,35,Decrease
HR,Manufacturing,44,Burnout,Medium,32,Remote,North America,EMP4636,13,Neutral,3,44,Increase
Software Engineer,Manufacturing,48,None,High,35,Onsite,Asia,EMP4637,14,Neutral,4,22,Increase
Software Engineer,Retail,22,Depression,Low,9,Onsite,North America,EMP4638,9,Neutral,4,26,No Change
Data Scientist,Healthcare,37,Anxiety,Low,28,Hybrid,Oceania,EMP4639,14,Neutral,5,54,Increase
Software Engineer,Consulting,53,Burnout,High,24,Hybrid,Europe,EMP4640,11,Satisfied,4,28,Decrease
HR,Finance,45,Depression,High,23,Hybrid,South America,EMP4641,9,Neutral,1,55,Increase
Sales,Consulting,28,None,Low,31,Onsite,Europe,EMP4642,11,Satisfied,1,20,Increase
HR,Consulting,25,Depression,Low,29,Onsite,North America,EMP4643,15,Unsatisfied,3,32,Increase
Software Engineer,IT,29,Anxiety,Medium,3,Remote,Asia,EMP4644,4,Unsatisfied,5,43,No Change
Data Scientist,Finance,56,None,Low,12,Onsite,North America,EMP4645,9,Neutral,3,58,No Change
Project Manager,Consulting,54,Depression,High,8,Onsite,North America,EMP4646,5,Neutral,4,40,Decrease
Data Scientist,Education,38,Anxiety,High,14,Remote,Africa,EMP4647,2,Satisfied,1,33,No Change
HR,Manufacturing,25,Burnout,Low,21,Remote,South America,EMP4648,0,Neutral,4,57,No Change
Data Scientist,Finance,41,Anxiety,Medium,11,Remote,Africa,EMP4649,10,Unsatisfied,1,39,No Change
Sales,Consulting,27,Burnout,Low,1,Onsite,South America,EMP4650,4,Neutral,1,57,Increase
Designer,IT,23,Burnout,High,16,Onsite,Asia,EMP4651,3,Unsatisfied,3,57,Decrease
Project Manager,Retail,55,Anxiety,High,32,Remote,Africa,EMP4652,4,Neutral,1,34,No Change
Marketing,Finance,43,Depression,Medium,16,Onsite,Oceania,EMP4653,12,Satisfied,4,40,No Change
Software Engineer,Retail,23,None,High,8,Hybrid,Oceania,EMP4654,7,Neutral,2,20,No Change
HR,IT,49,Depression,Medium,16,Hybrid,Europe,EMP4655,2,Satisfied,2,41,No Change
HR,Finance,36,Depression,Low,14,Hybrid,South America,EMP4656,3,Unsatisfied,4,25,Increase
Software Engineer,Healthcare,57,Anxiety,Medium,17,Hybrid,Asia,EMP4657,9,Unsatisfied,2,28,Increase
Designer,Manufacturing,25,Depression,Low,32,Hybrid,Africa,EMP4658,12,Neutral,4,21,No Change
Designer,IT,41,None,Low,23,Hybrid,Europe,EMP4659,2,Unsatisfied,1,48,No Change
HR,Healthcare,32,Depression,Low,25,Hybrid,North America,EMP4660,8,Satisfied,4,33,Increase
Marketing,Manufacturing,45,Depression,Low,23,Onsite,Asia,EMP4661,9,Satisfied,1,33,Decrease
Designer,Retail,39,Anxiety,Medium,21,Hybrid,North America,EMP4662,8,Neutral,5,25,Increase
Sales,Retail,33,Depression,Medium,2,Onsite,Europe,EMP4663,1,Satisfied,5,53,Increase
HR,IT,51,Depression,Medium,8,Hybrid,Europe,EMP4664,3,Neutral,5,46,Decrease
Marketing,Retail,44,None,Medium,23,Remote,South America,EMP4665,2,Unsatisfied,5,26,No Change
Sales,Healthcare,43,Anxiety,High,6,Remote,Africa,EMP4666,15,Neutral,2,58,Decrease
Sales,Healthcare,54,Depression,High,33,Onsite,South America,EMP4667,5,Unsatisfied,5,25,No Change
HR,Finance,54,Burnout,Medium,4,Onsite,Asia,EMP4668,13,Satisfied,4,20,Increase
Designer,Finance,28,Burnout,High,6,Onsite,South America,EMP4669,9,Satisfied,3,35,No Change
Sales,Manufacturing,41,Depression,Low,27,Remote,South America,EMP4670,13,Neutral,4,30,Increase
Software Engineer,IT,46,Burnout,Low,7,Onsite,Africa,EMP4671,7,Unsatisfied,5,33,Increase
Designer,Healthcare,53,Anxiety,High,7,Onsite,North America,EMP4672,8,Unsatisfied,1,37,No Change
Sales,Education,31,Anxiety,High,11,Onsite,Europe,EMP4673,11,Neutral,1,22,Increase
Sales,Finance,43,None,High,32,Hybrid,South America,EMP4674,13,Unsatisfied,4,50,No Change
HR,Retail,22,Anxiety,Medium,8,Onsite,Asia,EMP4675,2,Unsatisfied,2,58,Increase
Designer,Healthcare,58,None,Low,34,Hybrid,Africa,EMP4676,12,Neutral,2,55,No Change
Project Manager,Healthcare,25,Burnout,High,33,Onsite,Africa,EMP4677,13,Unsatisfied,1,53,No Change
Project Manager,IT,38,None,High,26,Onsite,Asia,EMP4678,4,Satisfied,4,20,Increase
Data Scientist,Finance,56,None,Low,4,Remote,Africa,EMP4679,14,Unsatisfied,4,37,Decrease
Project Manager,Manufacturing,49,Depression,Medium,18,Remote,Oceania,EMP4680,14,Neutral,3,60,No Change
Software Engineer,Education,57,Anxiety,High,4,Remote,Europe,EMP4681,3,Unsatisfied,4,35,No Change
Designer,Healthcare,28,None,High,8,Remote,Africa,EMP4682,5,Unsatisfied,2,39,No Change
Data Scientist,IT,34,Anxiety,Low,20,Hybrid,Europe,EMP4683,6,Satisfied,4,21,Decrease
Marketing,Finance,27,Depression,Low,18,Onsite,Africa,EMP4684,7,Neutral,5,41,Increase
Designer,Education,52,None,High,5,Onsite,South America,EMP4685,14,Unsatisfied,3,40,No Change
Sales,Retail,58,None,Medium,15,Onsite,North America,EMP4686,1,Satisfied,1,45,No Change
Marketing,Retail,45,Depression,Low,20,Hybrid,Africa,EMP4687,0,Satisfied,5,34,No Change
Software Engineer,Manufacturing,29,Burnout,Medium,27,Hybrid,Africa,EMP4688,3,Unsatisfied,3,50,Increase
Marketing,IT,30,Depression,Medium,1,Remote,Oceania,EMP4689,2,Unsatisfied,3,40,Increase
Project Manager,Finance,45,Anxiety,High,34,Hybrid,Africa,EMP4690,3,Satisfied,5,40,No Change
Data Scientist,Education,50,Burnout,Medium,21,Onsite,Oceania,EMP4691,8,Neutral,2,38,Decrease
HR,Manufacturing,33,Burnout,Low,22,Hybrid,South America,EMP4692,6,Neutral,4,20,No Change
Data Scientist,Healthcare,55,Burnout,High,5,Remote,Africa,EMP4693,1,Unsatisfied,5,35,Increase
HR,Finance,36,Depression,High,1,Hybrid,North America,EMP4694,2,Unsatisfied,3,43,Decrease
Designer,Finance,39,None,Low,17,Remote,Oceania,EMP4695,5,Satisfied,2,38,Increase
Designer,Manufacturing,32,Anxiety,Low,17,Remote,Asia,EMP4696,11,Neutral,5,41,No Change
Data Scientist,Manufacturing,39,None,Medium,21,Remote,Asia,EMP4697,0,Neutral,3,31,Increase
Designer,Healthcare,47,Depression,High,27,Remote,Africa,EMP4698,2,Unsatisfied,4,27,No Change
Data Scientist,Retail,57,Anxiety,High,20,Onsite,Asia,EMP4699,11,Neutral,2,52,No Change
HR,Retail,59,Depression,Medium,33,Hybrid,Europe,EMP4700,12,Unsatisfied,3,39,No Change
Project Manager,Education,43,Depression,Medium,23,Hybrid,South America,EMP4701,9,Neutral,5,28,No Change
HR,IT,28,Anxiety,Low,3,Hybrid,North America,EMP4702,1,Satisfied,1,20,No Change
Data Scientist,Education,50,Depression,Low,2,Remote,Asia,EMP4703,15,Unsatisfied,4,33,No Change
Sales,Education,31,Depression,Medium,30,Hybrid,Africa,EMP4704,2,Neutral,4,25,Decrease
Marketing,Consulting,50,Depression,High,25,Remote,Africa,EMP4705,3,Neutral,1,44,No Change
Project Manager,Education,25,Anxiety,High,19,Hybrid,Europe,EMP4706,9,Unsatisfied,5,49,No Change
HR,Retail,36,Burnout,Low,21,Onsite,South America,EMP4707,14,Satisfied,1,22,Decrease
Project Manager,Manufacturing,56,Anxiety,Medium,5,Hybrid,Africa,EMP4708,0,Satisfied,5,33,Decrease
Sales,IT,30,None,Medium,4,Hybrid,Europe,EMP4709,2,Satisfied,4,46,No Change
Marketing,Finance,55,None,Medium,32,Onsite,Africa,EMP4710,6,Satisfied,1,34,No Change
Sales,Education,43,None,Low,32,Onsite,Europe,EMP4711,6,Satisfied,5,35,Decrease
Marketing,Manufacturing,53,Anxiety,Low,12,Remote,Asia,EMP4712,14,Satisfied,2,43,No Change
Data Scientist,Manufacturing,26,Depression,High,24,Remote,South America,EMP4713,8,Neutral,3,56,Increase
HR,IT,42,Depression,Low,27,Remote,Africa,EMP4714,3,Unsatisfied,1,36,Increase
Software Engineer,Finance,24,Anxiety,High,2,Hybrid,Europe,EMP4715,6,Neutral,4,52,Decrease
Marketing,Manufacturing,58,None,High,4,Remote,Oceania,EMP4716,7,Satisfied,1,31,Increase
Software Engineer,Education,53,None,Medium,20,Hybrid,Asia,EMP4717,10,Satisfied,1,45,Decrease
Data Scientist,Manufacturing,30,Burnout,Low,33,Remote,Asia,EMP4718,14,Satisfied,1,53,Increase
Sales,Manufacturing,46,Anxiety,Low,19,Hybrid,Asia,EMP4719,5,Neutral,5,49,Increase
Project Manager,Finance,29,None,High,29,Onsite,Europe,EMP4720,5,Satisfied,3,60,Increase
Software Engineer,Consulting,26,Anxiety,Low,12,Remote,Africa,EMP4721,1,Neutral,3,24,Decrease
Project Manager,Consulting,28,Burnout,High,26,Onsite,North America,EMP4722,10,Neutral,4,58,Increase
Designer,Retail,54,Depression,Medium,18,Onsite,Oceania,EMP4723,2,Satisfied,3,30,Decrease
Sales,Consulting,60,Burnout,Medium,14,Hybrid,Europe,EMP4724,12,Unsatisfied,5,40,No Change
Marketing,Consulting,60,Burnout,High,22,Hybrid,South America,EMP4725,14,Unsatisfied,2,31,Increase
Designer,Finance,52,None,High,14,Remote,Oceania,EMP4726,8,Satisfied,4,28,Decrease
Data Scientist,Finance,33,Depression,Low,21,Onsite,Africa,EMP4727,12,Neutral,3,21,Decrease
Software Engineer,Consulting,48,Burnout,High,31,Remote,Asia,EMP4728,7,Neutral,2,20,No Change
Sales,Healthcare,24,None,Medium,19,Hybrid,Europe,EMP4729,10,Neutral,3,34,No Change
Software Engineer,Consulting,32,Anxiety,Low,22,Onsite,South America,EMP4730,15,Satisfied,1,40,No Change
Data Scientist,Manufacturing,40,Anxiety,Medium,15,Hybrid,Europe,EMP4731,11,Unsatisfied,1,24,Increase
Designer,Consulting,32,None,Low,25,Onsite,South America,EMP4732,5,Satisfied,1,43,Increase
Software Engineer,Consulting,59,Depression,High,19,Remote,Oceania,EMP4733,12,Satisfied,5,27,Decrease
HR,Finance,33,Anxiety,High,13,Onsite,South America,EMP4734,0,Unsatisfied,3,31,No Change
Data Scientist,Consulting,25,Burnout,Medium,7,Onsite,Oceania,EMP4735,2,Satisfied,1,46,No Change
Designer,IT,41,Burnout,Low,14,Hybrid,South America,EMP4736,7,Neutral,3,56,Increase
HR,Finance,36,Depression,Low,10,Remote,Africa,EMP4737,15,Neutral,2,20,Decrease
Designer,Consulting,39,Anxiety,High,16,Remote,Asia,EMP4738,11,Satisfied,4,23,Increase
Project Manager,Manufacturing,51,Anxiety,High,27,Hybrid,Africa,EMP4739,0,Satisfied,1,54,Decrease
Sales,Education,30,None,Medium,23,Onsite,Oceania,EMP4740,5,Satisfied,4,54,Decrease
Software Engineer,Education,54,Depression,Low,21,Hybrid,Oceania,EMP4741,1,Satisfied,5,59,Decrease
Project Manager,Consulting,48,Burnout,Medium,32,Onsite,Africa,EMP4742,12,Unsatisfied,2,21,Decrease
Project Manager,Education,60,None,High,15,Hybrid,Oceania,EMP4743,11,Satisfied,4,40,Increase
Project Manager,Retail,60,Anxiety,Medium,7,Onsite,Asia,EMP4744,6,Neutral,5,25,Decrease
Sales,Healthcare,44,Anxiety,Medium,34,Onsite,Oceania,EMP4745,4,Neutral,1,30,Increase
Designer,Education,30,None,Medium,4,Onsite,Europe,EMP4746,9,Unsatisfied,1,58,Increase
Project Manager,Education,51,Burnout,Medium,23,Remote,Asia,EMP4747,14,Neutral,4,27,Decrease
Software Engineer,Manufacturing,55,Burnout,Low,22,Hybrid,Asia,EMP4748,8,Neutral,4,20,No Change
Marketing,Retail,60,Anxiety,High,32,Hybrid,Europe,EMP4749,11,Unsatisfied,2,47,Increase
HR,Consulting,27,Anxiety,High,13,Onsite,North America,EMP4750,13,Satisfied,3,24,Decrease
Marketing,Finance,39,Anxiety,High,21,Onsite,North America,EMP4751,6,Unsatisfied,1,37,No Change
HR,Manufacturing,41,Depression,Medium,10,Onsite,North America,EMP4752,2,Unsatisfied,4,52,Decrease
HR,Consulting,38,Anxiety,Medium,7,Remote,South America,EMP4753,6,Neutral,3,53,Increase
HR,Healthcare,51,Depression,Medium,19,Remote,Europe,EMP4754,15,Satisfied,1,48,Increase
Marketing,IT,53,Anxiety,Low,27,Hybrid,Oceania,EMP4755,4,Satisfied,1,29,Decrease
Project Manager,Manufacturing,25,Depression,Low,5,Remote,Oceania,EMP4756,12,Neutral,2,26,Increase
Marketing,Retail,33,Burnout,Low,29,Onsite,North America,EMP4757,15,Neutral,2,35,Decrease
Software Engineer,IT,26,Burnout,Medium,2,Remote,Oceania,EMP4758,8,Neutral,2,50,No Change
Sales,Finance,49,None,Low,22,Onsite,South America,EMP4759,0,Unsatisfied,4,56,Decrease
HR,Manufacturing,27,Anxiety,High,30,Onsite,North America,EMP4760,5,Satisfied,2,58,No Change
Software Engineer,Healthcare,52,Anxiety,High,15,Onsite,Europe,EMP4761,11,Satisfied,2,42,Increase
HR,Finance,56,Anxiety,Low,22,Remote,North America,EMP4762,1,Unsatisfied,2,26,No Change
HR,Manufacturing,58,Anxiety,Low,10,Hybrid,Africa,EMP4763,2,Unsatisfied,4,43,No Change
Project Manager,Finance,41,Depression,Low,29,Hybrid,Oceania,EMP4764,6,Satisfied,1,34,Increase
Project Manager,Retail,25,None,Low,18,Onsite,Africa,EMP4765,1,Satisfied,3,21,No Change
Project Manager,Education,23,None,Medium,14,Hybrid,Asia,EMP4766,12,Neutral,3,44,Increase
Software Engineer,Manufacturing,40,Anxiety,Medium,23,Hybrid,Oceania,EMP4767,14,Neutral,1,38,Decrease
Data Scientist,Education,25,Anxiety,Low,6,Remote,Europe,EMP4768,4,Neutral,4,32,No Change
Project Manager,Consulting,55,Anxiety,High,13,Remote,North America,EMP4769,11,Neutral,5,53,Decrease
Data Scientist,IT,46,Depression,Medium,27,Remote,North America,EMP4770,11,Neutral,1,28,Increase
Project Manager,Manufacturing,33,Depression,Low,19,Hybrid,Africa,EMP4771,3,Neutral,3,40,Increase
HR,IT,23,Anxiety,Medium,1,Onsite,Asia,EMP4772,15,Neutral,3,47,Increase
Designer,Manufacturing,22,Burnout,Medium,4,Hybrid,North America,EMP4773,15,Satisfied,1,48,Increase
HR,Finance,24,Anxiety,High,30,Remote,North America,EMP4774,13,Unsatisfied,5,28,No Change
Sales,Retail,25,Burnout,Low,21,Remote,North America,EMP4775,15,Neutral,2,28,Decrease
Software Engineer,Consulting,60,Depression,High,34,Onsite,Europe,EMP4776,4,Satisfied,1,39,Decrease
Designer,Finance,24,None,Low,35,Hybrid,Oceania,EMP4777,12,Satisfied,3,39,Increase
Sales,IT,45,Burnout,Medium,15,Remote,Europe,EMP4778,5,Unsatisfied,1,52,Increase
Data Scientist,IT,51,Anxiety,High,29,Hybrid,Asia,EMP4779,10,Neutral,5,48,No Change
HR,Education,56,Burnout,Low,32,Hybrid,Africa,EMP4780,2,Satisfied,1,24,Increase
Data Scientist,Manufacturing,31,None,Medium,29,Onsite,Europe,EMP4781,10,Unsatisfied,3,48,Increase
Project Manager,Healthcare,55,Burnout,High,33,Hybrid,Africa,EMP4782,11,Neutral,2,24,Increase
Project Manager,Education,31,Anxiety,Low,23,Remote,Asia,EMP4783,14,Neutral,2,45,Decrease
Sales,IT,50,Anxiety,Medium,8,Onsite,Europe,EMP4784,10,Neutral,2,23,Decrease
HR,Education,33,None,High,1,Remote,Europe,EMP4785,8,Neutral,2,52,Increase
HR,Retail,46,Burnout,Low,11,Onsite,North America,EMP4786,6,Unsatisfied,2,60,No Change
Software Engineer,Education,26,Burnout,Medium,20,Hybrid,Europe,EMP4787,2,Unsatisfied,2,31,Increase
Data Scientist,Manufacturing,54,Depression,High,7,Remote,Europe,EMP4788,1,Satisfied,1,25,Increase
Project Manager,IT,24,Burnout,Low,33,Remote,Asia,EMP4789,2,Neutral,4,31,Decrease
Data Scientist,Consulting,31,Anxiety,Low,25,Remote,Europe,EMP4790,12,Neutral,1,30,No Change
Designer,Manufacturing,47,None,Low,5,Hybrid,North America,EMP4791,14,Neutral,1,46,No Change
Project Manager,IT,36,Depression,High,16,Onsite,Africa,EMP4792,13,Neutral,3,49,No Change
Designer,Education,30,None,Medium,34,Hybrid,Asia,EMP4793,15,Unsatisfied,3,46,Decrease
Marketing,Finance,53,Burnout,Medium,2,Hybrid,Europe,EMP4794,2,Unsatisfied,3,37,No Change
Sales,Education,36,Anxiety,Low,25,Hybrid,Oceania,EMP4795,4,Satisfied,5,50,Increase
Project Manager,Finance,53,Burnout,High,22,Remote,South America,EMP4796,12,Satisfied,1,37,Increase
Project Manager,IT,37,Depression,Low,3,Remote,Asia,EMP4797,1,Neutral,4,51,Decrease
Software Engineer,Retail,52,Depression,High,31,Onsite,North America,EMP4798,0,Neutral,3,32,Increase
HR,IT,35,None,Low,16,Remote,South America,EMP4799,9,Unsatisfied,1,44,No Change
Software Engineer,Consulting,51,Depression,Medium,14,Remote,Oceania,EMP4800,0,Unsatisfied,5,31,No Change
Data Scientist,Manufacturing,34,Depression,High,30,Hybrid,Africa,EMP4801,7,Satisfied,5,51,No Change
Marketing,Consulting,29,Burnout,Medium,3,Remote,Asia,EMP4802,10,Neutral,2,55,Decrease
Marketing,Manufacturing,50,Burnout,Medium,5,Hybrid,North America,EMP4803,10,Neutral,2,47,Increase
Project Manager,Retail,27,Anxiety,High,10,Hybrid,Africa,EMP4804,3,Satisfied,4,21,Decrease
Designer,Manufacturing,40,Depression,Medium,35,Onsite,Oceania,EMP4805,0,Unsatisfied,2,30,Increase
Designer,Healthcare,35,Anxiety,Medium,30,Onsite,Europe,EMP4806,3,Neutral,1,32,Increase
Software Engineer,Finance,28,Depression,Medium,9,Remote,Europe,EMP4807,0,Unsatisfied,1,21,Decrease
Project Manager,Finance,34,None,Low,18,Hybrid,Africa,EMP4808,14,Neutral,4,57,Increase
Marketing,Healthcare,51,Burnout,High,30,Hybrid,Africa,EMP4809,6,Unsatisfied,3,46,Decrease
Marketing,Retail,39,None,Low,18,Onsite,Africa,EMP4810,14,Neutral,1,43,Increase
Project Manager,Education,40,Anxiety,Low,4,Remote,Africa,EMP4811,12,Neutral,2,53,Decrease
Sales,Healthcare,59,Anxiety,Low,20,Onsite,North America,EMP4812,15,Unsatisfied,3,32,Decrease
HR,Manufacturing,48,Anxiety,Low,5,Remote,Oceania,EMP4813,9,Satisfied,3,33,Increase
Marketing,Retail,49,Depression,Medium,5,Remote,Asia,EMP4814,14,Unsatisfied,1,30,Decrease
Sales,Consulting,46,Anxiety,Medium,19,Hybrid,Europe,EMP4815,8,Unsatisfied,4,24,Decrease
Data Scientist,Consulting,57,Anxiety,Medium,13,Remote,North America,EMP4816,1,Unsatisfied,3,30,Increase
Designer,Manufacturing,25,Burnout,High,8,Remote,South America,EMP4817,14,Unsatisfied,1,58,Increase
Data Scientist,IT,38,Depression,Medium,1,Onsite,Europe,EMP4818,10,Neutral,5,58,No Change
Marketing,Retail,58,Burnout,Low,32,Onsite,North America,EMP4819,7,Unsatisfied,2,46,Increase
HR,Finance,56,Anxiety,Low,22,Onsite,South America,EMP4820,13,Unsatisfied,1,33,No Change
Marketing,IT,24,Anxiety,High,10,Onsite,Asia,EMP4821,5,Satisfied,1,37,No Change
Marketing,Finance,52,Depression,Low,1,Remote,Africa,EMP4822,5,Neutral,5,49,Decrease
Software Engineer,Consulting,30,None,Medium,4,Onsite,Africa,EMP4823,8,Neutral,2,47,No Change
Marketing,Manufacturing,60,Depression,Medium,7,Onsite,Africa,EMP4824,15,Unsatisfied,3,57,No Change
Software Engineer,Retail,47,Depression,High,9,Hybrid,Europe,EMP4825,10,Neutral,4,59,No Change
Software Engineer,Manufacturing,29,Burnout,Medium,5,Remote,Oceania,EMP4826,14,Satisfied,5,33,Increase
Project Manager,Education,49,Anxiety,Medium,8,Onsite,North America,EMP4827,8,Unsatisfied,5,48,Increase
Data Scientist,Finance,57,Burnout,Low,21,Onsite,North America,EMP4828,9,Satisfied,3,52,No Change
Project Manager,Finance,29,Burnout,Low,26,Hybrid,North America,EMP4829,0,Unsatisfied,5,39,Increase
Designer,IT,50,Anxiety,Low,17,Onsite,Europe,EMP4830,10,Unsatisfied,4,45,Decrease
Designer,IT,35,Depression,Medium,30,Onsite,North America,EMP4831,0,Satisfied,3,20,Increase
HR,IT,56,None,Medium,19,Remote,South America,EMP4832,0,Satisfied,1,42,Decrease
Software Engineer,Healthcare,32,Depression,High,32,Remote,Europe,EMP4833,8,Unsatisfied,3,53,No Change
Marketing,IT,60,None,High,8,Onsite,Europe,EMP4834,15,Unsatisfied,4,51,Increase
Designer,IT,47,Anxiety,Medium,26,Onsite,Asia,EMP4835,13,Satisfied,5,37,No Change
Software Engineer,Finance,56,None,High,22,Remote,Asia,EMP4836,6,Satisfied,1,60,Increase
Sales,IT,44,Anxiety,High,30,Hybrid,Europe,EMP4837,1,Neutral,4,49,Increase
Project Manager,Retail,49,None,Medium,4,Remote,Oceania,EMP4838,6,Neutral,4,38,Decrease
HR,Education,39,None,Low,18,Remote,Europe,EMP4839,13,Neutral,4,25,Increase
Sales,Manufacturing,46,None,Low,10,Remote,North America,EMP4840,1,Unsatisfied,2,54,Decrease
