name,release_date,1ZT_english;appid,developer,publisher,platforms,rqrd_g,categories,genres,steamspy_tags,achievements;ratings_positive,negative_ratings,average_playtime,owners
Metanoia,2018-05-23,1;856750,Yan Dawid,Yan Dawid,windows;mac;linux,12,Single-player;Partial Controller Support,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0;7,0,0,0-20000
Wraithslayer,2019-02-22,1;1007630,sUTr_Devin Cole;Sean Young,SmashGames,windows;mac;linux,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,29;35,0,676,0-20000
Disparity,2017-10-05,0;715460,,tamationgames,windows,-6,Single-player;Full controller support,Indie;Strategy,Indie;Strategy;Platformer,0;24,1,-337,0-20000
Vexius,2017-12-15,0;757190,Taggrin,Taggrin,windows,0,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Casual;Indie,Action;Indie;Casual,12;1,0,330,0-20000
RPG Fighter League,2019-03-15,1;550170,Owl Grean Sea,Owl Green Sea,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;RPG,Action;RPG;Indie,50;21,0,0,0-20000
Circuitous ®,2017-07-12,1;483490,The Owl Prophecy,Plug In Digital,windows,2,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,10;4,1,11170,0-20000
Sorcery! Part 4,2016-09-22,0;504800,inkle Ltd,inkle Ltd,windows;mac,11,Single-player,Adventure;Indie;RPG,Adventure;RPG;Indie,0;38,5,1071,0-20000
Destiny of Altrais,2018-10-18,1;872230,MAGES,MAGES,windows,0,Single-player;Partial Controller Support,Abenteuer;Gelegenheitsspiele;Rollenspiele,Casual;Adventure;RPG,0;1,0,0,0-20000
Sherlock Holmes versus Jack the Ripper,2009-12-23,1;11190,Frogwares,Frogwares,windows,0,Single-player,Adventure;RPG,Adventure;Point & Click;Detective,0;300,94,0,100000-200000
X-COM: Enforcer,2008-09-04,1;7770,"MicroProse Software, Inc",2K,windows,0,Single-player;Multi-player,Strategy,Strategy;Action;Shooter,0;146,138,0,500000-1000000
Executive Assault 2,2018-10-18,1;510500,Hesketh Studios Ltd,Hesketh Studios Ltd,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer,Action;Indie;Strategy;Early Access,Early Access;Strategy;RTS,0;305,67,2750,0-20000
A City Sleeps™,2014-10-16,1;316180, sheet music  ,"Harmonix Music Systems, Inc",windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Bullet Hell,16;51,33,0,20000-50000
InkSplosion,2018-05-09,1;827450,Petite Games,Ratalaika Games S.L.,windows,0,Single-player;Steam Achievements,Action;Indl4,Action;Indie,13;0,1,9510,0-20000
Forever Space,2018-03-07,1;811130,Pinhead Games,Pinhead Games,windows;mac,0,Single-player,Violent;Adventure;Indie,Adventure;Indie;Violent,0;9,3,8005,0-20000
Amberskull,2018-04-13,1;736250,Charlie Behan,Charlie Behan,windows,-2,Single-player;Full controller support,Violent;Action;Indie,Indie;Action;Violent,0;34,7,0,0-20000
Reignfall,2018-12-10,1;935930,Checkmaty,Checkmaty,windows,0,Single-player,Action;Indie;Strategy,Action;Strategy;Gore,24;83,13,-2188,0-20000
Iron Crypticle,2017-07-12,0;548680,Lwr_Confused Pelican,TIKIPOD,windows,10,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,,Action;Indie;Local Co-Op,38;46,6,0,0-20000
Apex Hunters,2018-07-16,1;856390,Team CPRC,Theine Dreams,windows,0,Single-player;Online Multi-Player;Online Co-op,Action;Indie;Early Access,Early Access;Action;Indie,0;1,0,0,0-20000
Black Roses,2018-05-28,1;856560,Naughty Squirrels,Naughty Squirrels,windows,12,Single-player,Action;Adventure;Casual;Indie;RPG,Action;Adventure;RPG,0;2,1,0,0-20000
Suicide Adventures,2017-09-22,1;705300,Itea Cabin,Idea Cabin,windows;mac;linux,5,Single-player;Steam Achievements,Violent;Adventure;Casual;Indie,Adventure;Indie;Casual,0;12,16,0,0-20000
Odysseus Kosmos and his Robot Quest (Complete Season),2017-12-01,1;645820,Pavel Kosdin,HeroCraft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie,Atmospheric;Point & Click;Indie,72;81,3,-1693,0-20000
The Mysterious Cities of Gold,2013-11-20,1;261940,Ne.Enter.,Neko Entertainment,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Adventure;Casual;Indie,Adventure;Casual;Indie,25;62,24,0,20000-50000
KOMMERSANT,2019-04-25,1;778870,EvilCharm Games,EvilCharm Games,windows,11,Single-player,Action;Indie;Racing,Action;Indie;Gore,10;3,0,0,0-20000
Buff Knight Advanced,2015-09-02,1;385440,"Buff Studio Co.,Ltd.","Buff Studio Co.,Ltd.",windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;1ndie;RPG,RPG;Action;Casual,25;39,16,228,0-20000
Descending,2018-11-14,1;600670,oldnag,oldnag,windows,0,Single-player,Indie;Early Access,Early Access;Indie;Survival,0;5,5,0,0-20000
Crypto Girl The Visual Novel,2018-03-21,0;820300,"t0_Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,2,Single-player,Adventure;Casual;1ndie,Visual Novel;Indie;Adventure,0;4,10,0,0-20000
Parkitect,2018-11-29,1;453090,Texel Raptor,Texel Raptor,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,I.,Management;Simulation;Building,32;1827,173,401,100000-200000
Tower Ascent,2017-09-07,1;560340,KitTheNinja;Ate134;FFTG - Nate;Kanestapler,KitTheNinja,windows,0,Single-player;Steam Leaderboards,Casual;Indie;Racing;Simulation;Sports,Indie;Casual;Simulation,0;1,2,0,0-20000
Loren The Amazon Princess,2014-01-15,1;257970,Winter Wolves,Winter Wolves,windows;mac;linux,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG,Visual Novel;RPG;Indie,40;388,92,392,50000-100000
MOAI 2: Path to Another World,2015-07-16,1;361950,Toyman Interactive;Alawar Entertainment,Buka Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Abenteuer;Freizeit;Simulation;Strategie,Casual;Strategy;Adventure,54;25,9,0,0-20000
Magic Borderless,2019-02-11,1;1022230,Studio Christmas,Studio Christmas,windows,0,Steam Workshop,Utilities,Utilities,0;19,3,0,0-20000
Baldur's Gate: Enhanced Edition,2013-01-16,2;228280,Beamdog,Beamdog,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,RPG;Strategy,RPG;Fantasy;Classic,129;4148,688,569,500000-1000000
Geostorm - Turn Based Puzzle Game,2017-10-30,2;688400,Sticky-Studios,Sticky Studios,windows;mac,3,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Strategy,Action;Strategy;Casual,8;23,6,0,0-20000
Copoka,2017-02-15,1;582620,Inaccurate Interactive,Guru Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Casual;Indie,Casual;Indie;Atmospheric,12;141,37,220,20000-50000
Zero-K,2018-04-27,1;334920,Zero-K Team,Zero-K Team,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud,Free to Play;Indie;Simulation;Strategy,Free to Play;Strategy;RTS,0;873,87,8873,200000-500000
Age of Wonders,2010-10-01,0;61500,Triumph Studios,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Fantasy,0;334,98,161,100000-200000
Wondershot,2016-02-19,1;430190,Leikir Studio,Leikir Studio,windows,11,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie,Indie;Local Multiplayer;4 Player Local,56;19,3,0,0-20000
One Hit KO,2017-04-05,1;605490,,Three Frog Studios,windows,10,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Casual;Action;Indie,26;7,2,0,0-20000
NEKOKORO,2018-08-16,1;857470,Mikołaj Spychał,Mikołaj Spychał,windows;mac;linux,-1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Advenrure;Caeual;Indie;Simulatiln,Indie;Casual;Simulation,10;27,1,0,0-20000
A Wizard's Lizard,2014-06-16,1;280040,Lost Decade Games,Lost Decade Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Rogue-like;Indie;RPG,20;285,131,0,50000-100000
stepbystep,2018-11-22,1;972940, ,Not a Prototype games,windows;linux,0,Single-player;Steam Achievements;Full controller support,Indie;Strategy,Strategy;Indie,8;1,0,0,0-20000
Shiftlings,2015-03-03,1;310810,Rock Pocket Games,Sierra,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Adventure;Co-op,29;52,18,294,50000-100000
Danny's War,2016-11-23,1;559200,NedoStudio,NedoStudio,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Casual,0;3,4,0,20000-50000
Full Metal Furies,2018-01-17,1;416600,root cellar room access ,Cellar Door Games,windows;mac;linux,8,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Adventure,36;963,94,637,50000-100000
the static speaks my name,2015-08-10,1;387860,the whale husband,the whale husband,windows;mac;linux,0,Single-player,Adventure;Free to Play;Indie;RPG,Free to Play;Psychological Horror;Indie,0;4014,931,13,200000-500000
Spooky Night,2016-12-31,1;557670,AurealStudio,AurealStudio,windows,0,Single-player,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Casual,0;18,3,0,0-20000
Pale Moon Crisis,2017-01-30,1;574860,Alibi,Alibi,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Nudity;Action;Adventure,Nudity;Action;Adventure,12;10,13,0,0-20000
Equilinox,2018-11-23,1;853550,ThinMatrix,ThinMatrix,windows;mac;linux,0,Single-player,Kasual;Indie;Simulation,Simulation;Indie;Casual,0;1078,53,0,50000-100000
Castle Agony,2018-04-06,2;827830,The_Pompous_Pixel,The Pompous Pixel,windows,3,Single-player;Steam Achievements,Abenteuer;Indie,Adventure;Indie,19;6,1,-5259,0-20000
学院英雄梦 HeroDreamOfSchool,2019-01-15,0;1003530,Twairgroup;NMSL Studio,天网联合,windows,0,Single-player,Action;Abenteuer;Casual;Indie;RPG;Simulation,Sexual Content;Action;RPG,0;1,4,0,0-20000
Weather Lord: In Search of the Shaman,2017-06-08,0;637940,Yustas Game Studio;Alawar Entertainment,Buka Entertainment,windows,0,Single-player,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,0;2,0,0,0-20000
Hinterhalt,2018-02-28,1;732520,Felip Guimerà,FelGC.GamesDevelopment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Gore;Action;Indie;Strategy,Action;Indie;Strategy,14;16,8,0,0-20000
IN-VERT,2018-03-02,0;491010,TERNOX,TERNOX,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure;Indie,Action;Indie;Adventure,6;32,4,2609,20000-50000
Saints Row: Gat out of Hell,2015-01-22,2;301910,Deep Silver Volition;High Voltage Software,Deep Silver,windows;linux,-1,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Open World;Comedy,45;5203,1843,180,500000-1000000
JumpingBoy,2018-11-19,1;976860,milanaozdieva,milanaozdieva,windows,0,Single-player,,Casual;Action,0;4,2,0,0-20000
Zombie Waiting,2017-11-10,1;680550,HMM_Gustsoft,Gustsoft,windows,0,Single-player;Stats,Action;Adventure;Indie,Indie;Action;Adventure,0;14,6,0,0-20000
Battlemage Training,2018-01-17,1;698960,Mikael Mattsson,Mikael Mattsson,windows,0,Single-player,Action;Indie;Early Access,Early Access;Action;Indie,0;1,0,8733,0-20000
German Fortress 3D,2017-07-15,0;664350,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player,Action;Indie,Indie;Action;FPS,0;15,22,0,0-20000
Gold Rush In The Oort Cloud,2017-07-05,1;661530,WTFOMGames,WTFOMGames,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0;8,10,202,0-20000
Batman: Arkham City - Game of the Year Edition,2012-09-07,1;200260,Rocksteady Studios;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Open World;Batman,64;25995,1255,1554,2000000-5000000
Escape the Game,2016-10-13,1;542310,Insanity Games,Insanity Games,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,0;1623,342,35,200000-500000
Kukoo Kitchen,2018-11-29,1;976870,Questtracers,Questtracers,windows,9,Single-player;Steam Achievements,leX_Casual;Indie,Indie;Casual,7;2,0,0,0-20000
ADR-Labelling Game,2018-04-12,1;821800,Suomen Kuljetusturva Oy,Suomen Kuljetusturva Oy,windows,0,Single-player,Simulation,Simulation;Difficult,0;1,0,0,0-20000
Wurm Unlimited,2015-10-21,2;366220,Code Club AB,Plug In Digital,windows;linux,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,Adventure;Indie;RPG,Open World;RPG;Sandbox,0;1498,652,2018,200000-500000
Driver Pro: 2017,2018-12-03,1;710540,,AYE Technology,windows,0,Single-player,Action;Indie;Racing;Simulation,Action;Indie;Racing,0;18,4,0,0-20000
Zeus vs Monsters - Math Game for kids,2016-02-18,1;444430,Peaksel D.O.O. Nis,Peaksel D.O.O. Nis,windows;mac,11,Single-player,Action;C.,Casual;Action;Family Friendly,0;27,7,0,0-20000
Soul Locus,2015-04-30,0;349190,Fat Loot Games,Fat Loot Games,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG;Strategy;Early Access,Early Access;RPG;Indie,57;24,9,0,0-20000
Lucky Night: Poker Games,2018-08-07,1;862520,ATC-Spiele,ATC Games,windows,0,Online Multi-Player;In-App Purchases,Casual,Casual;VR,0;0,14,0,0-20000
Winter's Symphonies,2018-12-28,1;738900,Cascade of Leaves,Cascade of Leaves,windows,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0;1,0,0,0-20000
Romance of the Three Kingdoms Maker / 三国志ツクール,2015-12-09,1;397720,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Includes level editor,Simulation,Simulation,0;102,65,11469,50000-100000
LOGistICAL,2017-02-15,1;573060,Sacada,Sacada,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Casual;Strategy;Indie,9821;125,35,-1365,50000-100000
SOS Survival,2018-10-31,2;528970,StudioFriends,StudioFriends,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Indie;RPG,RPG;Indie;Action,0;16,8,0,0-20000
Fox Hime Zero,2018-05-23,1;844930,As.,SakuraGame,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Visual Novel;Anime;Indie,8;1416,44,57,50000-100000
Train Valley,2015-09-16,1;353640,Alexey Davydov;Sergey Dvoynikov;Timofey Shargorodskiy,Flazm,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Strategy;Casual;Puzzle,39;1617,204,80,200000-500000
4Team,2016-12-13,1;534320,Heisenberg Entertainment,Heisenberg Entertainment,windows;mac;linux,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,mMPq_Action;Casual;Indie,Casual;Action;Indie,13;6,8,11485,0-20000
Divinia Chronicles: Relics of Gan-Ti,2015-10-01,1;302810,Team Monkey,Team Monkey,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,0;29,4,0,0-20000
BANG! BANG! Totally Accurate Redneck Simulator,2018-03-13,1;651380,Dudarev Alexandr Vladimirovich,Deklazon,windows;linux,8,Single-player,Action;Casual;Indie;Simulation;Early Access,Early Access;Action;Indie,0;61,9,4688,0-20000
Fisherones,2018-01-18,0;772600,Gl.B.Softwa.,Glass Bubble Software,windows,0,Single-player;Steam Achievements;Steam Leaderboards,,Action;Atmospheric;Open World,24;7,3,0,0-20000
PukePuke Demon,2018-06-15,1;871480,electronic life games,AYE Technology,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0;1,3,10208,0-20000
STAR WARS™ Republic Commando™,2009-07-08,1;6000,LucasErts,LucasArts;Lucasfilm;Disney Interactive,windows,-3,Single-player;Multi-player;Local Multi-Player;Steam Cloud,Action,Star Wars;Action;FPS,0;6392,379,369,1000000-2000000
Super Hop 'N' Bop ULTRA,2016-10-17,1;514930,CTgames,Flying Interactive,windows,0,Local Multi-Player;Shared/Split Screen;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,19;6,3,2525,0-20000
Angeldust,2016-11-18,1;488440,Frank Lucaz,Metagaming B.V.,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Full controller support,82d_Action;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,Early Access;Free to Play;RPG,0;766,481,94,200000-500000
Sea Creatures,2018-11-28,1;983230,milanaozdieva,milanaozdieva,windows,0,Single-player,Casual;Indie,Indie;Casual,0;0,2,0,0-20000
Mankind Defender (Restocked),2017-12-18,1;751580,dev4play,dev4ent,windows,0,Single-player,Action-RPG,Action;RPG;Fantasy,0;3,2,0,0-20000
Dead End Junction,2016-09-23,1;518280,7pa_773,Culture Select,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Visual Novel,0;31,6,12016,0-20000
UNO,2017-01-03,2;470220,Ubisoft Entertainment,Ubisoft Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Full controller support;Steam Trading Cards,Casual,Card Game;Multiplayer;Casual,0;2923,2015,284,200000-500000
Summer Fling,2016-06-16,1;423650,Straywyre,Dharker Studio,windows;mac;linux,11,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Nudity;Sexual Content;Visual Novel,7;50,28,0,0-20000
Stormhill Mystery: Family Shadows,2019-01-28,1;968820,,Specialbit Studio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,10;7,4,0,0-20000
Labyrinth Escape,2017-07-10,0;654950,Tero Lunkka;Mikko Seppälä,Tero Lunkka,windows,0,Single-player,Action;Intie,Action;Indie,0;8,14,-1060,0-20000
Deep Below,2016-09-23,2;526470,Confused Studios,Confused Studios,windows,0,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Indie,0;9,10,1851,0-20000
Sparkle 3 Genesis,2015-04-24,1;361190,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,zAW_Action;Casual;Indie;Simulation,Casual;Simulation;Indie,32;288,171,145,200000-500000
Apex Construct,2018-03-20,1;694090,Travel Games,Fast Travel Games,windows,0,Single-player;Steam Achievements,Action;Adventure,Action;Adventure;Singleplayer,15;82,30,8878,0-20000
