appid,V9_name,release_date,english,developer,publisher,platforms,genres,SteTa,Ach,positive_ratings,negative_ratings,average_playtime,M.P.,owners,v_price
557040,99Vidas,2016-12-22,1,QUByte Interactive,QUByte Interactive,windows;mac;linux,Action;Indie,Indie;Action;Beat 'em up,39,281,40,0,0,20000-50000,9.99
674220,ClickBit,2017-12-02,1,NorthernLights Games,NorthernLights Games,windows,Casual;Indie,Indie;Casual;Clicker,23,18,21,0,0,0-20000,1.69
467930,SMASHING THE BATTLE,2016-05-15,1,STUDIO HG,STUDIO HG,windows,Nudity;Action;Casual;Indie,Action;Female Protagonist;Hack and Slash,20,369,123,162,162,20000-50000,8.99
527360,Escape Station,2016-09-20,1,Paul Thornton;Luke Meppem;Owen Badham,Escape Reality UKVR ;SoftApps,windows,Indie;Early Access,Early Access;Indie;Adventure,0,0,2,0,0,0-20000,4.99
1052760,Hexa Path,2019-04-02,1,Tuwi Michael Nannings,NanningsGames,windows,Casual;Indie,Casual;Indie;Puzzle,60,2,0,0,0,0-20000,1.69
698780,Doki Doki Literature Club!,2017-10-06,1,Team Salvato,Team Salvato,windows;mac,Casual;Free to Play;Indie,Psychological Horror;Anime;Visual Novel,0,108556,3588,162,99,2000000-5000000,0.0
1018820,Fleet Scrapper,2019-02-16,1,James Fitzgerald (Cavedens);David Fitzgerald (Perfectfitz),Creatorship Games,windows,Action;Adventure;Indie;Racing;RPG,Action;Indie;Racing,0,3,1,0,0,0-20000,5.19
890400,Uncharted Waters Online,2018-12-19,1,"KOEI TECMO GAMES CO., LTD.",Papaya Play,windows,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,Massively Multiplayer;RPG;Free to Play,0,71,44,0,0,20000-50000,0.0
356090,Machineers - Episode 1: Tivoli Town,2015-05-15,1,Lohika Games,Lohika Games,windows;mac;linux,Adventure;Indie,Puzzle;Adventure;Indie,31,25,1,0,0,0-20000,3.99
50510,Burn Zombie Burn!,2010-08-12,1,doublesix,P2 Games,windows,Action,Action;Zombies,15,65,93,3,3,50000-100000,6.99
874770,Goinund,2018-07-24,1,Maksim Chudaev,Maksim Chudaev,windows,Action;Indie,Action;Indie;Shooter,1,14,0,0,0,0-20000,1.69
719180,Revulsion,2019-02-18,1,Russell Meakim,Russell Meakim,windows,Action;Indie,Indie;Action;FPS,0,40,5,0,0,0-20000,11.39
63610,Riven: The Sequel to MYST,2010-08-04,1,Cyan Worlds,Cyan Worlds,windows;mac,Adventure;Casual,Adventure;Puzzle;Point & Click,0,288,103,0,0,100000-200000,3.99
446800,Transport Fever,2016-11-08,1,Urban Games,Good Shepherd Entertainment,windows;mac;linux,Simulation,Simulation;Management;Economy,53,4418,1266,849,858,200000-500000,26.99
664750,Wrongworld,2018-05-11,1,Sludj Games,Sludj Games,windows,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,62,170,9,0,0,0-20000,10.99
506840,The Dungeons of Castle Madness,2016-08-07,1,Third Impression,Third Impression,windows,Adventure;Indie;RPG,RPG;Indie;Adventure,19,13,8,0,0,0-20000,6.99
323470,DRAGON BALL XENOVERSE,2015-02-26,1,DIMPS,BANDAI NAMCO Entertainment,windows,Action,Anime;Fighting;Action,50,12601,1680,2575,2530,500000-1000000,31.99
601810,Spark the Electric Jester,2017-04-10,1,Feperd Games,Feperd Games,windows,Action,Action;Platformer;2D,4,296,30,0,0,0-20000,5.79
425450,GoatPunks,2018-11-29,1,Alberto Santiago,Studio Canvas,windows;mac;linux,Action;Indie,Action;Indie;Local Multiplayer,63,17,7,0,0,0-20000,7.19
649630,DarkMaze,2017-07-08,1,Chongqing Yan Wan network technology Co.Ltd.,Chongqing Yan Wan network technology Co.Ltd.,windows,Adventure;Casual;Strategy,Casual;Adventure;Strategy,0,1,6,0,0,0-20000,6.99
276300,My Riding Stables: Your Horse world,2014-03-28,1,Radon Labs GmbH,familyplay,windows,Casual;Simulation;Sports,Casual;Horses;Simulation,0,16,12,0,0,0-20000,11.39
723760,Steamburg,2017-11-02,1,Telehorse,Microids Indie,windows;mac,Adventure;Indie,Adventure;Indie;Puzzle,51,12,11,0,0,0-20000,7.19
743330,Super Hyperactive Ninja,2018-05-22,1,Grimorio of Games,JanduSoft S.L.,windows;mac;linux,Action;Indie,Action;Indie;Platformer,36,8,1,0,0,0-20000,5.79
27900,Twin Sector,2009-09-16,1,DnS Development,DnS Development,windows,Action;Adventure,Action;Adventure;Puzzle,0,88,150,0,0,50000-100000,3.99
274480,Drox Operative,2014-02-18,1,Soldak Entertainment,Soldak Entertainment,windows;mac;linux,Action;Indie;RPG,Space;Indie;Action,63,229,26,0,0,20000-50000,14.99
363090,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,2015-06-25,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,Strategy,Strategy,0,50,13,0,0,20000-50000,39.99
759640,Plug Me,2018-04-05,1,Havana24,Havana24,windows,Action;Adventure;Indie,Indie;Action;Adventure,21,37,3,0,0,0-20000,2.09
1014600,Crash Landed,2019-03-13,1,Adil Ahmed;Edgy Games,Adil Ahmed,windows,Adventure,Adventure,0,4,1,0,0,0-20000,2.09
848710,Defendion,2018-05-07,1,DillyFrame,DillyFrame,windows,Casual;Indie;Strategy;Early Access,Early Access;Casual;Indie,11,2,2,0,0,0-20000,5.19
840610,Fortune-499,2018-05-10,1,AP Thomson,AP Thomson,windows;mac,Indie;RPG;Strategy,Pixel Graphics;Puzzle;Story Rich,0,70,10,0,0,0-20000,3.99
457890,TumbleSeed,2017-05-02,1,Benedict Fritz;Greg Wohlwend;Joel Corelitz;David Laskey;Jenna Blazevich,aeiowu,windows;mac,Action;Adventure;Indie,Indie;Action;Adventure,13,137,38,5,9,20000-50000,10.99
698610,Through Blocks,2017-10-08,1,NedoStudio,NedoStudio,windows,Adventure;Indie;Early Access,Early Access;Adventure;Indie,0,1,0,0,0,0-20000,0.79
884250,Fitzzle Wise Owls,2018-07-06,1,Red Dolphin Games,VT Publishing,windows,Casual,Casual,1,5,3,0,0,0-20000,3.99
785030,Little Adventurer III,2018-02-01,1,hubiao,hubiao,windows,Casual;Indie,Casual;Indie,0,12,34,0,0,20000-50000,1.69
457980,Adele: Following the Signs,2016-06-02,1,Unosquare,Unosquare,windows;mac;linux,Adventure;Indie,Adventure;Indie;Platformer,28,15,3,0,0,0-20000,2.09
369360,Car Washer: Summer of the Ninja,2015-11-04,1,Pen and Sword Games,Pen and Sword Games,windows,Action;Casual;Indie,Indie;Action;Casual,17,12,24,232,232,0-20000,3.99
569380,Alicia Griffith – Lakeside Murder,2016-12-16,1,Agrostemma,Libredia Entertainment,windows;mac,Adventure;Casual,Adventure;Casual;Detective,35,29,9,0,0,0-20000,6.99
17300,Crysis,2008-09-17,1,Crytek,Electronic Arts,windows,Action,FPS;Action;Sci-fi,0,6075,1277,313,105,1000000-2000000,9.99
341870,TEMBO THE BADASS ELEPHANT,2015-07-21,1,Game Freak,SEGA,windows,Action;Adventure;Indie,Adventure;Action;Platformer,15,325,110,0,0,20000-50000,9.99
281610,Homeworld: Deserts of Kharak,2016-01-20,1,Blackbird Interactive,Gearbox Publishing,windows;mac,Strategy,Strategy;RTS;Sci-fi,48,2734,743,26,26,200000-500000,29.99
574890,Forgotten Chambers,2017-04-21,1,Tpot Studio,Tpot Studio,windows,Action;Adventure;Indie,Action;Adventure;Indie,25,24,4,0,0,0-20000,14.99
618080,Martial Arts Brutality,2018-01-31,1,Cold Beam Games,Cold Beam Games,windows,Violent;Free to Play;Indie;Strategy,Free to Play;Violent;Strategy,48,424,81,97,116,50000-100000,0.0
46270,Star Wolves,2010-03-02,1,X-Bow Software,1C Entertainment,windows,RPG;Strategy,RPG;Strategy;Space,0,182,42,0,0,50000-100000,2.79
781230,Bubble Ghost,2018-02-08,1,Infogrames;Ere Informatique,Classics Digital,windows,Action;Indie,Action;Indie,0,14,9,0,0,0-20000,3.99
403070,Silver Creek Falls: Chapter 2,2015-09-30,1,Sapphire Dragon Productions,Sapphire Dragon Productions,windows,Adventure;Indie,Adventure;Indie;Female Protagonist,11,36,4,0,0,0-20000,3.99
842070,FantasyDynasty: Le château DERETIC,2018-04-30,0,Dupeyron,Dupeyron,windows,Adventure;Casual;RPG,Adventure;RPG;Casual,0,2,2,0,0,0-20000,0.79
701810,Epic Dumpster Bear: Dumpster Fire Redux,2018-04-03,1,Log Games Ltd,Log Games Ltd,windows,Action;Indie,Action;Indie,24,17,0,0,0,0-20000,3.99
524540,Samurai of Hyuga,2016-09-16,1,Hosted Games,Hosted Games,windows;mac;linux,Adventure;Indie;RPG,RPG;Indie;Adventure,30,28,5,0,0,0-20000,2.89
957890,The Horologist's Legacy,2018-10-24,1,Cole and Jordan Studios,Cole and Jordan Studios,windows;mac,Indie,Indie;Horror;Psychological Horror,0,5,0,0,0,0-20000,15.49
677710,Little Einar,2019-01-18,1,MADBones Games,MADBones Games,windows,Adventure;Casual;Indie,VR;Platformer;Indie,9,7,1,0,0,0-20000,6.19
489720,Conga Master,2016-09-14,1,Undercoders,Rising Star Games,windows;mac;linux,Action;Indie,Action;Indie;Pixel Graphics,42,41,4,0,0,0-20000,7.99
872440,rumii,2018-06-26,1,Doghead Simulations,Doghead Simulations,windows;mac,Simulation;Education;Software Training,Education;Simulation;Software Training,0,11,1,0,0,0-20000,0.0
718010,Robbie Swifthand and the Orb of Mysteries,2018-09-20,1,Pixel Reign,Pixel Reign;Kiss Publishing Ltd,windows;mac,Action;Adventure;Indie,Action;Platformer;Difficult,19,60,4,0,0,0-20000,9.99
886250,PokerStars VR,2018-11-08,1,Lucky VR Inc.,The Stars Group Inc.,windows,Casual;Free to Play;Strategy;Early Access,Early Access;Free to Play;Casual,0,308,37,0,0,50000-100000,0.0
366460,Pavel Quest,2015-05-13,1,"ElevenSeventy, LLC","ElevenSeventy, LLC",windows;mac,Action;Indie,Action;Indie;Platformer,0,11,3,0,0,0-20000,2.09
370590,Gem Wars: Attack of the Jiblets,2015-12-14,1,Queen Birdface Productions,Queen Birdface Productions,windows,Action;Casual;Indie,Action;Indie;Casual,47,37,23,0,0,20000-50000,0.0
396890,Gridworld,2015-12-24,1,DopplerFrog,DopplerFrog,windows;linux,Indie;Simulation,Indie;Simulation;Pixel Graphics,0,158,31,0,0,0-20000,0.79
619220,GoBlock's Impossible Medley,2017-04-14,1,Gambreng Games,GameChanger Studio,windows;mac;linux,Casual;Indie,Indie;Casual,26,8,0,0,0,0-20000,0.79
625680,Way of the Passive Fist,2018-03-06,1,Household Games Inc.,Household Games Inc.,windows;mac;linux,Action;Indie,Action;Indie;Beat 'em up,36,60,7,0,0,0-20000,11.39
386340,MegaSphere,2015-08-25,1,AKGames,AKGames,windows;mac;linux,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,0,74,21,0,0,0-20000,10.99
832720,Dungeon Brewmaster,2018-05-23,1,Super77,Super77,windows,Adventure;Simulation;Early Access,Early Access;Adventure;Simulation,0,31,11,55,55,0-20000,11.39
38740,EDGE,2011-08-11,1,Two Tribes,Two Tribes Publishing,windows;mac;linux,Action;Indie,Puzzle;Indie;Action,47,1714,148,41,43,200000-500000,4.99
894070,Unmanned helicopter,2018-07-20,1,Laush Dmitriy Sergeevich,Laush Studio,windows,Indie;Simulation,Indie;Simulation;Music,20,2,2,0,0,0-20000,2.89
755150,Aurora Trail,2017-12-28,1,Screenhit Studios,Screenhit Studios,windows,Free to Play;Indie;RPG;Strategy,Free to Play;Indie;Strategy,0,65,11,0,0,20000-50000,0.0
11360,Chains,2009-07-01,1,2DEngine.com,Meridian4,windows;mac,Indie,Indie;Puzzle;Physics,0,433,148,36,36,100000-200000,3.99
466290,BitShift: BattleGrid,2016-09-28,1,Animate Objects,Animate Objects,windows,Action;Indie;Early Access,Early Access;Action;Indie,10,6,0,0,0,0-20000,10.99
570500,Child Phobia: Nightcoming Fears,2016-12-20,1,2B_GAMES,2B_GAMES,windows,Sexual Content;Violent;Gore;Adventure;Indie;Early Access,Early Access;Indie;Gore,0,41,14,287,287,0-20000,1.59
857340,RKN - Roskomnadzor Banned Internet,2018-05-17,1,Nekyau Games,Nekyau,windows,Action;Casual;Indie,Action;Indie;Casual,0,61,38,11,11,20000-50000,0.79
975980,Mahjong Fest: Winterland,2018-12-19,1,Notus Games Ltd,Notus Games Ltd,windows;mac,Casual,Casual;Puzzle;2D,18,1,0,0,0,0-20000,7.19
431850,Projector Face,2016-06-01,1,Fluik Entertainment Inc,Fluik Entertainment Inc,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,5,53,11,0,0,0-20000,3.99
567240,Drawn™: Trail of Shadows Collector's Edition,2017-02-14,1,Big Fish Studios,Big Fish Games,windows,Adventure;Casual,Adventure;Casual,0,10,3,0,0,0-20000,6.99
508900,Zup! X,2018-05-17,1,Quiet River,Quiet River,windows,Casual;Indie,Casual;Indie;Minimalist,2880,884,34,65,86,20000-50000,0.79
371390,Flix The Flea,2015-06-01,1,Psychotic Psoftware,Psychotic Psoftware,windows,Action;Indie,Action;Indie;Platformer,0,77,116,285,301,50000-100000,1.99
516950,STARS Simulation,2016-09-01,1,Just Amusing Myself Studios,Just Amusing Myself Studios,windows,Action;Adventure;Indie;Simulation;Early Access,Early Access;Simulation;Action,0,5,7,258,271,100000-200000,0.79
319480,Odallus: The Dark Call,2015-07-15,1,JoyMasher,JoyMasher,windows,Action;Indie,Action;Indie;Metroidvania,29,792,89,261,276,100000-200000,6.99
562810,MONOPOLY® PLUS,2017-09-07,1,Ubisoft Pune,Ubisoft,windows,Casual,Casual;Multiplayer;Board Game,0,528,719,303,427,100000-200000,12.49
1013650,Tiny Dangerous Dungeons,2019-03-01,1,Adventure Islands,Adventure Islands,windows;mac,Action;Adventure;Indie,Action;Indie;Adventure,18,19,1,0,0,0-20000,3.99
732400,PlataGO! Super Platform Game Maker,2018-03-27,1,Super Icon Ltd,PQube Limited,windows,Action;Adventure;Indie;Early Access,Early Access;Adventure;Indie,0,52,10,0,0,0-20000,3.99
990940,Full Of Love,2019-04-11,1,Folo Studio,Folo Studio,windows,Adventure;Casual;Indie;Simulation;Strategy,Casual;Nudity;Sexual Content,0,7,10,0,0,0-20000,0.79
406090,Lost Moon,2015-09-28,1,Thorngames,Thorngames,windows,Indie;Early Access,Early Access;Indie;Platformer,0,417,167,357,345,200000-500000,1.69
247730,Nether: Resurrected,2014-06-05,1,Phosphor Games Studio,"Nether Productions, LLC",windows,Action;Indie;Massively Multiplayer;RPG;Simulation,Survival;Open World;Action,0,7456,10167,257,291,500000-1000000,6.99
383840,Nimbatus - The Space Drone Constructor,2018-10-03,1,Stray Fawn Studio,Stray Fawn Studio,windows;mac;linux,Action;Indie;Simulation;Early Access,Early Access;Sandbox;Indie,0,328,60,0,0,20000-50000,15.49
695600,This Grand Life,2018-04-17,1,Poking Water Games,Poking Water Games,windows,Indie;RPG;Simulation,Simulation;RPG;Indie,24,109,36,0,0,0-20000,9.29
321660,Mining Industry Simulator,2014-11-28,1,Crafty Studios,Ravenscourt,windows;mac;linux,Simulation,Simulation;Mining,49,18,46,0,0,0-20000,6.99
292930,Black Mirror I,2014-06-17,1,Future Games;Unknown Identity,THQ Nordic,windows,Adventure,Adventure;Point & Click;Mystery,0,468,135,3,3,100000-200000,6.99
534230,Quell 4D,2016-10-14,1,Rubycone,Rubycone,windows,Action;Indie,Indie;Action;VR,15,71,17,0,0,0-20000,14.99
577160,Skyling: Garden Defense,2017-02-13,1,"Mighty Studios, LLC","Mighty Studios, LLC",windows,Action;Casual;Indie,Indie;Casual;Action,6,7,0,0,0,0-20000,0.79
813540,Scheming Through The Zombie Apocalypse: The Beginning,2018-06-08,1,Entertainment Forge,GrabTheGames,windows;mac,Adventure,Adventure;Comedy;Atmospheric,19,114,13,0,0,0-20000,3.99
581100,Langoth,2017-02-27,1,Atum Software,Sometimes You,windows;mac;linux,Action;Adventure;Indie,Indie;Adventure;Action,22,24,30,275,278,50000-100000,1.99
347790,Terraform,2015-05-08,1,Holgersson Entertainment,Holgersson Entertainment,windows,Indie;Simulation;Strategy,Strategy;Indie;Simulation,23,32,7,0,0,0-20000,1.99
548130,Scribble Ships,2017-03-29,1,Slothzilla Games,(none),windows;mac;linux,Action,Action;Arcade;Indie,17,18,1,0,0,0-20000,1.69
675210,CastleMiner Warfare,2017-08-17,1,DigitalDNA Games LLC,DigitalDNA Games LLC,windows,Violent;Action;Indie,Action;Indie;Violent,0,31,33,0,0,0-20000,3.99
859340,Seeking Dawn,2018-07-12,1,Multiverse,Multiverse,windows,Adventure;Indie,Adventure;Indie;Gore,35,194,72,0,0,0-20000,23.79
454540,LuckCatchers,2016-11-15,1,DiP Online,DiP Online,windows,Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,Free to Play;Massively Multiplayer;RPG,80,407,338,4,4,100000-200000,0.0
533060,PuppetShow™: Mystery of Joyville,2016-10-14,1,ERS G Studios,Big Fish Games,windows,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,1,0,0,0-20000,4.99
652660,ESport Manager,2018-06-18,1,InImages,InImages,windows,Action;Indie;Simulation;Sports;Strategy,Simulation;Sports;Indie,0,28,28,0,0,0-20000,7.19
451760,Highway Blossoms,2016-06-17,1,Studio Élan;Studio Coattails,Sekai Project,windows;mac;linux,Casual;Indie,Visual Novel;Female Protagonist;Anime,20,1207,67,537,767,200000-500000,10.29
865930,BQM - BlockQuest Maker-,2018-07-26,1,WonderlandKazakiri,Gamera Game;idealCat,windows;mac,Action;Casual;Indie;RPG;Simulation,Casual;Action;Indie,38,105,22,0,0,0-20000,7.99
467760,Trapper's Delight,2018-03-06,1,Shrimpcave Industries,Shrimpcave Industries,windows;mac,Action;Casual;Strategy,Action;Casual;Strategy,31,125,10,0,0,0-20000,6.99
777580,Champ Against Chumps Upgrade Edition,2018-04-20,1,MisterTtocS,MisterTtocS,windows,Indie,Indie;Adventure,22,2,0,0,0,0-20000,1.69
661700,心の闇の先に Trial VersionⅡ,2018-01-15,0,It's a Wonderful Life,It's a Wonderful Life,windows,Adventure;Free to Play,Free to Play;Adventure,0,11,9,0,0,0-20000,0.0
850740,The Princess Adventure,2018-11-08,1,FalconDev,FalconDev,windows;linux,Adventure;Casual;Indie,Adventure;Indie;Casual,7,5,2,0,0,0-20000,4.79
525510,"Guns, Gore and Cannoli 2",2018-03-02,1,Crazy Monkey Studios;Claeysbrothers,Crazy Monkey Studios,windows;mac,Action;Adventure,Action;Side Scroller;Adventure,20,1121,75,213,267,100000-200000,10.29
813820,Realm Royale,2018-06-05,1,Heroic Leap Games,Hi-Rez Studios,windows,Action;Free to Play;Early Access,Early Access;Battle Royale;Free to Play,22,17220,9825,360,107,2000000-5000000,0.0
779050,A tractor,2018-08-15,1,Games for May,Games for May,windows,Casual;Indie;Massively Multiplayer;Strategy;Early Access,Early Access;Massively Multiplayer;Indie,0,78,26,0,0,0-20000,0.0
586110,Sansar,2018-12-05,1,Linden Lab,Linden Lab,windows,Casual;Free to Play;Massively Multiplayer;Early Access,Early Access;Free to Play;Massively Multiplayer,0,98,61,0,0,20000-50000,0.0
385220,Pulut Adventure,2015-07-09,1,yayapipi,yayapipi,windows,Action;Adventure;Indie,Action;Adventure;Indie,0,59,35,0,0,0-20000,1.59
405670,Combat Core,2019-01-10,1,MABManZ,MABManZ,windows;mac,Action;Indie,Action;Indie;Fighting,21,42,11,0,0,0-20000,11.99
373480,1993 Space Machine,2016-03-28,1,Modesty,Modesty,windows;mac,Action;Indie,Shoot 'Em Up;Action;Indie,11,97,60,0,0,50000-100000,9.29
640250,Kitty Hawk,2018-01-03,1,idsibidsi games,"Intelligent Decision Systems, Inc.",windows,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0,3,0,0,0,0-20000,2.09
698160,DinosaurIsland,2017-09-03,1,LiangDeZhao,LiangDeZhao,windows,Violent;Action;Adventure;Indie,Action;Indie;Adventure,0,2,7,0,0,0-20000,2.79
887520,Seat of War,2018-08-24,1,Halfbolt Studios,Halfbolt Studios,windows,Action,Action,0,10,6,0,0,0-20000,0.0
453000,Wave Beta,2017-04-12,1,"WaveVR, Inc.","WaveVR, Inc.",windows,Massively Multiplayer;Simulation;Early Access,Early Access;VR;Massively Multiplayer,0,364,21,13,13,50000-100000,0.0
799610,Drill Arena,2018-02-25,1,TheDreik,TheDreik,windows,Action;Indie,Action;Indie,8,5,7,0,0,0-20000,0.79
436500,Diaries of a Spaceport Janitor,2016-09-16,1,Sundae Month,tinyBuild,windows;mac,Adventure;Casual;Indie;RPG;Simulation,Indie;Adventure;Casual,44,335,98,0,0,20000-50000,6.99
740100,Last Defense,2018-01-09,1,AYE Technology,AYE Technology,windows,Adventure;Indie;Strategy,Indie;Strategy;Adventure,0,0,14,0,0,0-20000,0.79
697630,WARMA,2018-06-19,1,WARMA Corporation,WARMA Corporation,windows,Nudity;Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Early Access,Early Access;RPG;Indie,0,64,65,0,0,0-20000,9.29
540410,Queendoom,2016-11-10,1,EP Games®,EP Games®,windows,Action,Action;Indie;Fantasy,16,17,0,0,0,0-20000,6.99
731600,Heckpoint,2018-04-09,1,Nodacoy Games;Jadan Bliss,Rooster Republic LLC,windows,Action;Indie,Action;Indie;Pixel Graphics,12,15,1,0,0,0-20000,7.19
722240,Devour them all,2017-10-12,1,Dexion Games,Dexion Games,windows,Action;Casual;Indie,Action;Indie;Casual,0,6,31,1,1,0-20000,0.79
440750,Story of a Cube,2016-03-04,1,TinyAtomGames,TinyAtomGames,windows;mac;linux,Action;Adventure;Indie,Action;Indie;Adventure,9,18,9,217,217,20000-50000,4.79
914130,ICE AGENT,2018-10-09,1,Fat Agent,Casual.US,windows,Indie;Simulation;Early Access,Early Access;Indie;Simulation,0,1,4,0,0,0-20000,3.99
730690,EXIT 4 - Portal,2018-02-12,1,SIXNAILS,SIXNAILS,windows,Casual;Indie,Casual;Indie,38,3,0,0,0,0-20000,5.99
718960,The Flesh God,2017-11-02,1,Nuberu Games,Nuberu Games,windows,Action;Indie,Action;Indie;Platformer,12,13,2,0,0,0-20000,1.99
243800,Gas Guzzlers Extreme,2013-10-08,1,Gamepires,Iceberg Interactive,windows,Action;Racing;Sports,Racing;Action;Multiplayer,105,2511,415,137,176,200000-500000,18.99
363980,Forget Me Not: My Organic Garden,2015-08-21,1,CAVYHOUSE,AGM PLAYISM,windows;mac,Indie;Simulation,Indie;Simulation;Clicker,44,236,39,1467,1467,0-20000,6.99
306200,The Happy Hereafter,2014-06-05,1,Alawar;Mirball Games,Buka Entertainment,windows,Casual;Strategy,Casual;Strategy;Simulation,0,215,58,0,0,20000-50000,2.79
811860,Cross And Crush,2018-03-22,1,Playloft,Playloft,windows;mac,Action;Adventure;Racing,Action;Racing;Adventure,35,3,4,0,0,0-20000,2.89
339340,Resident Evil 0 / biohazard 0 HD REMASTER,2016-01-19,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,Action;Adventure,Horror;Zombies;Survival Horror,47,2196,393,132,132,200000-500000,15.99
362680,Fran Bow,2015-08-27,1,Killmonday Games AB,Killmonday Games AB,windows;mac;linux,Adventure;Indie,Psychological Horror;Story Rich;Point & Click,18,4896,192,508,654,200000-500000,10.99
1006850,XDeskClock,2019-01-18,1,XWidgetSoft,XWidgetSoft,windows,Animation & Modeling;Utilities;Early Access,Early Access;Utilities;Animation & Modeling,0,6,1,0,0,0-20000,2.09
393290,Motorhead,2015-09-16,1,Urbanscan,Console Classics,windows,Racing,Racing,0,4,17,0,0,0-20000,3.99
576700,Hollow Halls,2017-01-19,1,Broken Code Games,Broken Code Games,windows,Indie,Indie,0,0,5,0,0,0-20000,1.99
856750,Metanoia,2018-05-23,1,Yan Dawid,Yan Dawid,windows;mac;linux,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0,7,0,0,0,0-20000,2.09
